stock1, stock2, p_value
AT0000827209, PLPROJP00018, 4.481591249091175e-07
PLGMNGF00017, PLSTLSK00016, 4.4843676218941787e-07
PLFERUM00014, PLTRMRX00011, 4.488215967510575e-07
PLMEXPL00010, PLZTKMA00017, 4.5004892042711614e-07
PLINTBD00014, PLSONEL00011, 4.503572839077246e-07
PLKLNR000017, PLNFI0700018, 4.5086625940369225e-07
PLLZPSK00019, PLWRWCK00013, 4.539080517061227e-07
PLMXCMS00016, PLSCPFL00018, 4.5537898240001137e-07
PLGTC0000037, PLSARE000013, 4.573561295033057e-07
PLINTBD00014, PLSARE000013, 4.5878931012518483e-07
PLGSPR000014, PLVOXEL00014, 4.5930257043729187e-07
NL0009508712, PLWOJAS00014, 4.6656724994476006e-07
PLINCLT00015, PLMRCOR00016, 4.673933580237449e-07
PLRESBD00032, PLXTRDM00011, 4.7511946174288356e-07
PLFAMUR00012, PLNFI0700018, 4.795253524245512e-07
AT0000827209, PLLUBAW00013, 4.817007136094068e-07
NL0009508712, PLINTRL00013, 4.861081403446115e-07
PLGMNGF00017, PLTRKPL00014, 4.904560290588688e-07
PLMRVDV00011, PLPONAR00012, 4.905587955195234e-07
PLMEXPL00010, PLTRKPL00014, 4.929022923789483e-07
PLHDRTR00013, PLWDM0000029, 4.96049230021526e-07
AT0000827209, PLSNZKA00033, 4.997095927785706e-07
PLHDRTR00013, PLRESBD00032, 5.035356781199911e-07
AT0000827209, PLSEKO000014, 5.072930683052969e-07
PLELEKT00016, PLSTPRK00019, 5.112891861959982e-07
LU0122624777, PLIZCJR00017, 5.117249356154253e-07
PLINTBD00014, PLMRCOR00016, 5.173953044619341e-07
PLGTC0000037, PLKNOPL00014, 5.199589168888559e-07
PLKMPTR00012, PLSNZKA00033, 5.247057776755425e-07
PLPCCEX00010, PLPLAYW00015, 5.261199289603708e-07
PLFSING00010, PLLWBGD00016, 5.274914003699182e-07
PLINTBD00014, PLTHP0000011, 5.278943318437051e-07
PLLZPSK00019, PLRNBWT00031, 5.282910890290164e-07
PLIDMSA00044, PLPONAR00012, 5.305065960078205e-07
NL0009508712, PLERBUD00012, 5.31301722805425e-07
PLINTGR00013, PLKRKCH00019, 5.314970181601025e-07
PLNFI0600010, PLZSTAL00012, 5.350351554272152e-07
NL0009508712, PLPRCHM00014, 5.362330705847305e-07
PLMDCLG00015, PLMRVDV00011, 5.384194451216664e-07
PLLUBAW00013, PLMSTSD00019, 5.430410088465942e-07
PLRESBD00032, PLZTKMA00017, 5.541307367504215e-07
NL0009508712, PLKNOPL00014, 5.710810361775958e-07
LU0611262873, PLHMINW00016, 5.737833738332145e-07
PLKMPTR00012, PLNTSYS00013, 5.748322361325417e-07
PLHDRTR00013, PLNTSYS00013, 5.77518668584678e-07
AT0000827209, PLEMCIM00017, 5.816022004468672e-07
PLINTGR00013, PLLSSFT00016, 5.828200389815495e-07
LU0646112838, PLBOWM000019, 5.945808833675864e-07
AT0000827209, PLLENTX00010, 5.968282186848522e-07
PLFAMUR00012, PLKLNR000017, 6.064351249718016e-07
PLPONAR00012, PLRAFAK00018, 6.069204153059429e-07
PLGMNGF00017, PLMBION00016, 6.082454281698359e-07
PLRFMET00016, PLTRNSU00013, 6.165614445000604e-07
PLSLRCP00021, PLSLVCR00029, 6.240757120244379e-07
PLINTBD00014, PLSTPRK00019, 6.292293722956894e-07
PLBRSZW00011, PLSANWL00012, 6.313784568098855e-07
NL0009508712, PLBGZ0000010, 6.33571393120399e-07
PLLENAL00015, PLZRWZW00012, 6.377197860318743e-07
PLCMP0000017, PLLENTX00010, 6.395834491544419e-07
PLINTBD00014, PLLWBGD00016, 6.401149231787551e-07
PLATTFI00018, PLCRPJR00019, 6.416757460829697e-07
NL0009508712, PLZSTAL00012, 6.474104286783969e-07
EE3100099391, PLMLPGR00017, 6.506009264307242e-07
PLLUBAW00013, PLSOFTB00016, 6.52166801316273e-07
PLELEKT00016, PLERBUD00012, 6.530694510364947e-07
PLNFI0700018, PLTELL000023, 6.628394817641135e-07
PLPCCEX00010, PLSCPFL00018, 6.637329518781316e-07
PLBAUMA00017, PLK2ITR00010, 6.720817782823329e-07
LU0122624777, PLRESBD00032, 6.728337287973006e-07
PLRESBD00032, PLSKRBH00014, 6.769557702476999e-07
PLMNRTR00012, PLTRKPL00014, 6.783000925733886e-07
PLINTBD00014, PLVSTLA00011, 6.845005375357034e-07
PLKMPTR00012, PLLSSFT00016, 6.895221845990967e-07
PLGTC0000037, PLLZPSK00019, 7.00454673532644e-07
PLPEPES00018, PLSEKO000014, 7.113287792884253e-07
LU0646112838, PLPCCEX00010, 7.141812308776496e-07
NL0009508712, PLK2ITR00010, 7.159877714674303e-07
PLPMPOL00031, PLWELTN00012, 7.176390916270348e-07
PLGMNGF00017, PLZRWZW00012, 7.226893634650696e-07
PLKMPTR00012, PLMKRNP00015, 7.26516715834621e-07
IT0005239360, PLWTCHN00030, 7.303948003669691e-07
LU0122624777, PLMRVPL00016, 7.346288745812528e-07
PLBSK0000017, PLKNOPL00014, 7.352208520897085e-07
PLECHPS00019, PLLCCRP00017, 7.38999651258823e-07
PLATM0000021, PLNFI0700018, 7.535269835962054e-07
PLMAKRM00019, PLOPNPL00013, 7.613058005061546e-07
PLBAUMA00017, PLCAMMD00032, 7.647060170543651e-07
PLSKTAN00010, PLSNZKA00033, 7.6693000094269e-07
PLSANWL00012, PLSTLEX00019, 7.784208206817673e-07
PLGSPR000014, PLMDCLG00015, 7.827393480503174e-07
ES0105375002, PLCRPJR00019, 7.858643283390584e-07
PLKMPTR00012, PLZAPUL00057, 7.949351558750057e-07
AT0000827209, PLFORTE00012, 8.030299700402971e-07
PLKMPTR00012, PLKOMPP00017, 8.03283470545692e-07
PLINTBD00014, PLWRWCK00013, 8.03624334535711e-07
PLCVTNH00040, PLPRBLG00010, 8.037118142178797e-07
PLKMPTR00012, PLSTLEX00019, 8.07117654498413e-07
AT0000827209, PLSONEL00011, 8.107088084875559e-07
PLVSTLA00011, PLWELTN00012, 8.174634091773236e-07
PLSKTAN00010, PLZSTAL00012, 8.243155109130011e-07
PLGRNKT00019, PLSOFTB00016, 8.251735133242606e-07
PLKMPTR00012, PLPEKPL00010, 8.302694543169253e-07
PLADDRG00015, PLIPOPM00011, 8.369741518220938e-07
EE3100063686, PLMSTZB00018, 8.402903019453024e-07
PLINTBD00014, PLTRFRM00018, 8.445780966222308e-07
PLINTBD00014, PLZRWZW00012, 8.476120979228597e-07
NL0009508712, PLCNTSL00014, 8.53432020594895e-07
PLKMPTR00012, PLTALEX00017, 8.58051849020642e-07
PLKMPTR00012, PLLUBAW00013, 8.599412372776805e-07
PLPEPES00018, PLRELPL00014, 8.623881043586013e-07
FR0000060873, PLCRPJR00019, 8.677259998951966e-07
PLDGA0000019, PLNFI0500012, 8.71119454660418e-07
PLELEKT00016, PLGSPR000014, 8.800374838048618e-07
PLFAMUR00012, PLTRNSU00013, 8.872625544757025e-07
PLKMPTR00012, PLNFI1200018, 8.876502589265564e-07
CY0101062111, HU0000089198, 8.976840569963972e-07
PLIDMSA00044, PLWDM0000029, 9.020503064774577e-07
NL0009508712, PLELEKT00016, 9.042791943893276e-07
NL0009508712, PLSTIGR00012, 9.084648855519135e-07
PLINTBD00014, PLIQPRT00017, 9.212933219435265e-07
PLAGORA00067, PLOPNPL00013, 9.22213906775929e-07
NL0009508712, PLSEKO000014, 9.31122064239248e-07
AT0000827209, PLBUDMX00013, 9.369067959169937e-07
PLBSK0000017, PLSARE000013, 9.412137344538601e-07
PLRFMET00016, PLSOFTB00016, 9.71978632583497e-07
PLINTBD00014, PLMCIMG00012, 9.720334249646935e-07
PLINTBD00014, PLOPTTC00011, 9.756874985009059e-07
PLINTBD00014, PLPEKAO00016, 9.804441324465399e-07
NL0009508712, PLHOGA000041, 1.0232984250550969e-06
PLGRNKT00019, PLNFI1200018, 1.033914445836168e-06
PLINCLT00015, PLMSTSD00019, 1.041454616556171e-06
PLLENTX00010, PLTOYA000011, 1.0426415147040424e-06
PLCIECH00018, PLMNRTR00012, 1.0467969734322371e-06
NL0009508712, PLDRZPL00032, 1.0495502064169933e-06
PLMEXPL00010, PLWELTN00012, 1.0526181187149496e-06
PLKLSTN00017, PLTALEX00017, 1.0659856369928476e-06
PLELEKT00016, PLTIM0000016, 1.0673277998765424e-06
EE3100063686, PLBOS0000019, 1.0674648701571007e-06
PLSKTAN00010, PLTELL000023, 1.0893027613854164e-06
PLINTBD00014, PLLSSFT00016, 1.0999283598074724e-06
PLKLNR000017, PLWELTN00012, 1.1138286417121796e-06
NL0011882741, PL11BTS00015, 1.1221455042512104e-06
PLINTBD00014, PLRFMET00016, 1.1238553061968083e-06
AT0000827209, PLBOS0000019, 1.124285156815537e-06
PLNFI0600010, PLPONAR00012, 1.1279124487909988e-06
LU0122624777, PLODRTS00017, 1.136464716278057e-06
IT0005239360, PLBH00000012, 1.1366106326238909e-06
PLINTKS00013, PLMNRTR00012, 1.1370053702205562e-06
PLKMPTR00012, PLKRINK00014, 1.1399196125903384e-06
PLINTBD00014, PLWDM0000029, 1.1469884647205227e-06
AT0000827209, PLPMPOL00031, 1.16509018066176e-06
PLLZPSK00019, PLNTSYS00013, 1.198220224293572e-06
PLKMPTR00012, PLPLSEP00013, 1.205203025587202e-06
PLINTKS00013, PLTALEX00017, 1.2069512335021528e-06
PLGMNGF00017, PLMDNCE00016, 1.2189254861044305e-06
PLGMNGF00017, PLPLAYW00015, 1.2244712040886749e-06
FR0000060873, PLNNGRP00011, 1.225676431498327e-06
PLGRNKT00019, PLMSTSD00019, 1.2264333715518793e-06
PLFSING00010, PLKRKCH00019, 1.2282485690731655e-06
PLLUBAW00013, PLROPCE00017, 1.2385771736349092e-06
PLELZAB00010, PLSTLSK00016, 1.2402135244712048e-06
PLELKOP00013, PLUNMST00014, 1.2440050517026544e-06
LU0646112838, PLVVDGM00014, 1.2479147076456511e-06
PLBOS0000019, PLJWWNT00018, 1.2523348562544522e-06
PLINTBD00014, PLPEKPL00010, 1.2557424701482583e-06
PLREDAN00019, PLSARE000013, 1.2564672661121988e-06
PLELEKT00016, PLMNRTR00012, 1.2588759731932301e-06
FR0000060873, PLIZBLK00010, 1.2662035322658974e-06
PLBAUMA00017, PLZSTAL00012, 1.266989793243444e-06
PLLUBAW00013, PLRELPL00014, 1.2716028538279058e-06
PLKMPTR00012, PLPRGNK00017, 1.2716752304637115e-06
PLNFI1000012, PLPEPES00018, 1.2810477484745126e-06
PLINTBD00014, PLSEKO000014, 1.2817510915938036e-06
PLGMNGF00017, PLSKRBH00014, 1.2962090120651026e-06
PLRELPL00014, PLSTLSK00016, 1.3019042961888442e-06
NL0009508712, PLZAPUL00057, 1.3019129495551755e-06
PLBAUMA00017, PLPRGNK00017, 1.3036272820640255e-06
NL0011882741, PLSTLSK00016, 1.30951382397878e-06
AT0000827209, PLEURCH00011, 1.312974505880871e-06
LU0122624777, PLNFI0500012, 1.3130811863357392e-06
PLBAUMA00017, PLNTSYS00013, 1.3282246412814885e-06
PLKLSTN00017, PLKRINK00014, 1.3330571644361792e-06
FR0000060873, PLMLSTM00015, 1.3339631481150275e-06
AT0000827209, PLBSK0000017, 1.3506561782418568e-06
AT0000827209, PLELPO000016, 1.364649535857543e-06
PLBAUMA00017, PLXPLUS00013, 1.3649586161616605e-06
NL0011882741, PLBRSZW00011, 1.3834937328228752e-06
PLSKTAN00010, PLZRWZW00012, 1.408831401541737e-06
AT0000827209, PLCOMAR00012, 1.412445240291157e-06
IT0005239360, PLPCCRK00076, 1.4131319464018825e-06
PLINTBD00014, PLMAKRM00019, 1.415674753695125e-06
AT0000827209, PLSTLPF00012, 1.4402261606821497e-06
PLCMP0000017, PLPONAR00012, 1.4472456289566913e-06
NL0009508712, PLUNMST00014, 1.4582261940049691e-06
PLKLNR000017, PLSTPRK00019, 1.4697481187649656e-06
PLINTBD00014, PLWELTN00012, 1.475629481417574e-06
PLLENTX00010, PLSNKTK00019, 1.477650638773759e-06
PLINTBD00014, PLR220000018, 1.4870153570832365e-06
AT0000827209, PLZCPLC00036, 1.5047489164077061e-06
PLLUBAW00013, PLWAWEL00013, 1.5085179389033313e-06
PLINTBD00014, PLKMPTR00012, 1.5124736250343523e-06
PLCNTSL00014, PLSEKO000014, 1.5146375973735716e-06
PLBIOTN00029, PLSKTAN00010, 1.5163069240526383e-06
PLECHPS00019, PLSEKO000014, 1.5276213192702399e-06
PLGRNKT00019, PLINTMS00019, 1.562887554067706e-06
PLKLNR000017, PLMOJ0000015, 1.5689199973581731e-06
NL0009508712, PLINCLT00015, 1.5694554074726748e-06
PLLENAL00015, PLPONAR00012, 1.5722420484690947e-06
LU0122624777, PLLCCRP00017, 1.574237624898483e-06
AT0000827209, PLCCC0000016, 1.5862533518712122e-06
PLINCLT00015, PLKRINK00014, 1.5874657645450705e-06
PLINTBD00014, PLSNZKA00033, 1.599231169392037e-06
AT0000827209, PLTRKPL00014, 1.627922783162054e-06
PLINTBD00014, PLPLPGR00010, 1.6325658190656593e-06
NL0009508712, PLLUBAW00013, 1.690775316559552e-06
PLKMPTR00012, PLMSTWS00019, 1.705200253317619e-06
PLINTBD00014, PLWAWEL00013, 1.7339993949047754e-06
PLREDAN00019, PLTRFRM00018, 1.742438502165677e-06
IT0005239360, PLAPLS000016, 1.7468038177462266e-06
PLMSTSD00019, PLNFI0700018, 1.7595216224529074e-06
PLLENTX00010, PLLSSFT00016, 1.793568105517225e-06
PLMSTSD00019, PLPEPES00018, 1.8061084087164041e-06
PLELEKT00016, PLFERUM00014, 1.8069234405175684e-06
PLINTBD00014, PLPKO0000016, 1.816772504040918e-06
PLCIECH00018, PLKRINK00014, 1.816774155960668e-06
PLKLNR000017, PLMRCOR00016, 1.8210608932584504e-06
NL0011882741, PLJSW0000015, 1.8261917365278928e-06
PLIDMSA00044, PLWRWCK00013, 1.830025953690449e-06
PLSKTAN00010, PLTRFRM00018, 1.8660578652874975e-06
PLPHN0000014, PLZPCOT00018, 1.8760142996665222e-06
PLHMINW00016, PLLKMDW00049, 1.8814302233576922e-06
PLSKTAN00010, PLZAPUL00057, 1.8842112638291324e-06
PLSKTAN00010, PLZTKMA00017, 1.8879989965017759e-06
PLCMPLD00016, PLERBUD00012, 1.8890842512809259e-06
AT0000827209, EE3100063686, 1.9019604766350078e-06
PLLENAL00015, PLPSSUS00018, 1.9117621720133984e-06
AT0000827209, PLPRCHM00014, 1.9141650692004568e-06
PLELEKT00016, PLELKOP00013, 1.9403365934640203e-06
PLINTBD00014, PLRNBWT00031, 2.0091020626754343e-06
PLECHPS00019, PLMRCOR00016, 2.0200916694842056e-06
PLGSPR000014, PLTOYA000011, 2.024098556604819e-06
FR0000060873, PLWDM0000029, 2.029633927388296e-06
PLRESBD00032, PLTRNSP00013, 2.034612769093574e-06
PLLUBAW00013, PLSANWL00012, 2.069187623375994e-06
FR0000060873, PLCSPAM00017, 2.1099130615308374e-06
PLRFMET00016, PLSKTAN00010, 2.1155154513594322e-06
NL0009508712, PLTIM0000016, 2.1179872356869804e-06
NL0009508712, PLPLSEP00013, 2.128937804260355e-06
PLGSPR000014, PLSELVT00013, 2.1442085004144745e-06
PLCMP0000017, PLSEKO000014, 2.1490438097668724e-06
PLFSING00010, PLTRMRX00011, 2.177336069283273e-06
PLLUBAW00013, PLTLKPL00017, 2.182754821489693e-06
PLKLNR000017, PLWDM0000029, 2.2127208863253625e-06
PLKMPTR00012, PLPKN0000018, 2.2139570181769355e-06
PLATM0000021, PLWDM0000029, 2.218259235834414e-06
LU0611262873, PLURTST00010, 2.261566217680969e-06
LU0122624777, PLSONEL00011, 2.2643685508023887e-06
PLFAMUR00012, PLFERUM00014, 2.2888823265947762e-06
PLINTSP00038, PLMWTRD00013, 2.298447641889651e-06
PLMSTZB00018, PLNTSYS00013, 2.3037781741870165e-06
PLIZBLK00010, PLR220000018, 2.331321524235978e-06
PLBRSZW00011, PLNTSYS00013, 2.3678130826358077e-06
AT0000827209, PLCAMMD00032, 2.3922467072843573e-06
PLKMPTR00012, PLNVITA00018, 2.393506004531596e-06
PLINCLT00015, PLTRNSU00013, 2.4004520833138842e-06
LU0122624777, PLPONAR00012, 2.4094730342534596e-06
PLELZAB00010, PLMWTRD00013, 2.4320408329002847e-06
PLINTBD00014, PLTLKPL00017, 2.433398288197812e-06
PLCMPLD00016, PLNTSYS00013, 2.476619760423983e-06
NL0011882741, PLLWBGD00016, 2.4837374012750617e-06
PLBMDLB00018, US44853H1086, 2.489247209546251e-06
PLKLNR000017, PLVSTLA00011, 2.4936805057507747e-06
PLNFI1000012, PLPONAR00012, 2.494049102889952e-06
PLKLNR000017, PLRNBWT00031, 2.4959789540730596e-06
NL0009508712, PLERPCO00017, 2.4987988462496417e-06
PLGRNKT00019, PLWRKSR00019, 2.5029634109824558e-06
PLECHPS00019, PLKLSTN00017, 2.5133903661539613e-06
NL0011882741, PLBOS0000019, 2.5338671787656e-06
PLMSTWS00019, PLVOTUM00016, 2.5407223375729815e-06
PLGRNKT00019, PLSELVT00013, 2.5429609637832967e-06
PLGMNGF00017, PLSTLEX00019, 2.559086413211896e-06
PLINTBD00014, PLVNTIN00011, 2.584791803289363e-06
PLGRNKT00019, PLPANVA00013, 2.585403537008337e-06
PLBOS0000019, PLWDMCP00013, 2.593368440039923e-06
PLCMP0000017, PLTRNSU00013, 2.6051170975330763e-06
PLRAFAK00018, PLVRCM000016, 2.607064988728531e-06
NL0011882741, PLCDRL000043, 2.6082212698930364e-06
AT0000827209, PLWAWEL00013, 2.6249604243123636e-06
PLLENTX00010, PLSARE000013, 2.6318392411409656e-06
PLELEKT00016, PLLCCRP00017, 2.636734423823449e-06
PLGMSOP00019, PLNFI0500012, 2.6400538075855236e-06
PLKMPTR00012, PLOPTTC00011, 2.6589158297305738e-06
NL0009508712, PLAPATR00018, 2.6622412618241425e-06
PLLZPSK00019, PLWELTN00012, 2.6716870274677344e-06
AT0000827209, PLREMAK00016, 2.6963548884370436e-06
PLPONAR00012, PLWELTN00012, 2.715268884030201e-06
PLINCLT00015, PLPONAR00012, 2.725669455437564e-06
PLBRSZW00011, PLRELPL00014, 2.7264811737964637e-06
PLFSING00010, PLWDM0000029, 2.729771156593162e-06
FR0000060873, PLMRVDV00011, 2.7891293688432665e-06
PLCMP0000017, PLMKRNP00015, 2.791247469643532e-06
PLGMNGF00017, PLLSSFT00016, 2.7948502002140104e-06
PLTRNSU00013, PLUNBEP00015, 2.8282802478171146e-06
NL0009508712, PLPONAR00012, 2.8300312869371435e-06
PLKMPTR00012, PLSOFTB00016, 2.853360221983346e-06
PLELKOP00013, PLERTEL00011, 2.88623071056355e-06
PLGMNGF00017, PLMAKRM00019, 2.8863813543096434e-06
PLGRNKT00019, PLNTSYS00013, 2.891597948294631e-06
PLLENAL00015, PLOPNPL00013, 2.8945757770782293e-06
NL0011882741, PLADVIV00015, 2.89585384224976e-06
PLBRSZW00011, PLKRKCH00019, 2.903832158221555e-06
LU0122624777, PLKRK0000010, 2.9103815872309007e-06
PLINTGR00013, PLVTLGD00010, 2.911051485995751e-06
EE3100099391, PLADDRG00015, 2.9128622846962065e-06
PLGRNKT00019, PLGRODN00015, 2.9615801408127536e-06
PLLUBAW00013, PLODLPL00013, 2.9953876608743378e-06
AT0000827209, PLELKOP00013, 2.9983727752957458e-06
PLELEKT00016, PLKPPD000017, 3.0020386132675044e-06
PLLUBAW00013, PLTIM0000016, 3.0028282799066578e-06
PLELKOP00013, PLKPPD000017, 3.012691958389268e-06
PLLZPSK00019, PLRAFAK00018, 3.045498151376738e-06
PLINTKS00013, PLZAPUL00057, 3.0524021851599075e-06
PLHRPHG00023, PLSANWL00012, 3.0953972745581343e-06
NL0009508712, PLESTHN00018, 3.1044589697036445e-06
PLGRNKT00019, PLPEKPL00010, 3.130489637206602e-06
PLTELL000023, PLWELTN00012, 3.1384525348021695e-06
PLPONAR00012, PLPROJP00018, 3.1881100339335865e-06
NL0009508712, PLADVPL00029, 3.1924449319398387e-06
CY0101062111, PLKNOPL00014, 3.200888926069729e-06
PLINTBD00014, PLPEPES00018, 3.2138649937408343e-06
PLFAMUR00012, PLPMPOL00031, 3.2314830834535358e-06
AT0000827209, PLAGORA00067, 3.2492237802014677e-06
PLINTBD00014, PLNFI1000012, 3.2524903449734686e-06
PLGRNKT00019, PLPLAYW00015, 3.25644519464728e-06
PLSTPRK00019, PLTORPL00016, 3.258688601086398e-06
PLKLSTN00017, PLZRWZW00012, 3.2763794592628756e-06
PLPEPES00018, PLPMPOL00031, 3.290561421105087e-06
NL0011882741, PLZUE0000015, 3.2999554641410966e-06
PLSKTAN00010, PLZCPLC00036, 3.3031483301644933e-06
PLECHPS00019, PLERBUD00012, 3.3387608500907034e-06
EE3100063686, PLMSTWS00019, 3.354640715713281e-06
PLGMNGF00017, PLSARE000013, 3.371288200482325e-06
PLIDMSA00044, PLRESBD00032, 3.375580858839612e-06
PLLENTX00010, PLPMPOL00031, 3.4479851447102547e-06
PLBAUMA00017, PLKRINK00014, 3.451192950001919e-06
DE000A2E3772, PLREDAN00019, 3.457733654262932e-06
PLEDINV00014, PLMOJ0000015, 3.4789638036240665e-06
PLADDRG00015, PLSFNKS00011, 3.482751789860468e-06
PLGMNGF00017, PLSKTAN00010, 3.5351794996053748e-06
NL0009508712, PLSELVT00013, 3.5426757610155444e-06
PLNFI0600010, PLPANVA00013, 3.571841288072917e-06
PLINTBD00014, PLRNKPR00014, 3.58526289730219e-06
PLBRSZW00011, PLINTGR00013, 3.622329867613799e-06
PLLUBAW00013, PLMNNCP00011, 3.6241802031126887e-06
PLINTBD00014, PLPKN0000018, 3.625784928215319e-06
PLFAMUR00012, PLLENAL00015, 3.645989210733585e-06
PLIQPRT00017, PLSELVT00013, 3.646460057997116e-06
PLKMPTR00012, PLXPLUS00013, 3.6789706566058027e-06
NL0009508712, PLTRKPL00014, 3.6796480954195443e-06
PLNFI0700018, PLPROJP00018, 3.6810344783544023e-06
PLKMPTR00012, PLREMAK00016, 3.684464505426593e-06
PLINTKS00013, PLKLSTN00017, 3.7020867369628717e-06
NL0009508712, PLMRBUD00015, 3.7159102675427414e-06
PLGMNGF00017, PLVIGOS00015, 3.7321082894221575e-06
NL0011882741, PLSFNKS00011, 3.7416899028804375e-06
AT0000827209, PLOPNPL00013, 3.7992193961633334e-06
PLBTCOM00016, PLECHPS00019, 3.824971400462234e-06
PLERPCO00017, PLTWRNV00013, 3.850520480513978e-06
FR0000060873, PLXTPL000018, 3.874750182047373e-06
EE3100063686, PLNFI0700018, 3.895423177040621e-06
PLGMNGF00017, PLTORPL00016, 3.909527196331159e-06
PLBOS0000019, PLTORPL00016, 3.974154921631123e-06
PLKOMPP00017, PLSTLPD00017, 3.977391000118456e-06
NL0009508712, PLEMCIM00017, 3.9802331510438646e-06
PLLUBAW00013, PLSTLPF00012, 3.996351047684089e-06
PLELZAB00010, PLRNBWT00031, 4.023832807271744e-06
PLADDRG00015, PLSHPR000021, 4.0413457381406145e-06
LU0122624777, PLTLKPL00017, 4.042601255719491e-06
PLATREM00017, PLBNFTS00018, 4.043827155620285e-06
NL0009508712, PLMFO0000013, 4.0532631461322106e-06
PLBAUMA00017, PLKRKCH00019, 4.078657053028734e-06
FR0000060873, PLPILAB00012, 4.088141890796733e-06
PLLENTX00010, PLTSGS000019, 4.166302294734198e-06
PLMRVPL00016, PLONCTH00011, 4.175719005050919e-06
PLGLBLC00011, PLSHPR000021, 4.181224106028309e-06
PLATM0000021, PLVSTLA00011, 4.200136518048319e-06
PLINTBD00014, PLOPNPL00013, 4.201182460164657e-06
EE3100063686, PLECHPS00019, 4.203768177844937e-06
LU0122624777, PLREDAN00019, 4.2454103368014815e-06
PLLUBAW00013, PLMUZA000019, 4.257934133251053e-06
PLLUBAW00013, PLPEKAO00016, 4.306672804201912e-06
PLCVTNH00040, PLPILAB00012, 4.3574871171383475e-06
AT0000827209, PLKLSTN00017, 4.357894549534458e-06
PLINTKS00013, PLINTRL00013, 4.367320861951371e-06
PLTRNSU00013, PLUNMST00014, 4.406536366089383e-06
PLPONAR00012, PLTLKPL00017, 4.416443035627527e-06
PLRESBD00032, PLTRFRM00018, 4.4184692684391155e-06
PLELKOP00013, PLHOGA000041, 4.448564282311884e-06
NL0009508712, PLKRINK00014, 4.454150528691389e-06
NL0009508712, PLNFI0700018, 4.468973694203401e-06
NL0009508712, PLECMNG00019, 4.478302288500212e-06
PLMNRTR00012, PLSANWL00012, 4.501969342813315e-06
PLFAMUR00012, PLINCLT00015, 4.5210198668584716e-06
PLELEKT00016, PLMOJ0000015, 4.541066215088842e-06
NL0009508712, PLMSTSD00019, 4.54255323708574e-06
PLCMP0000017, PLGRODN00015, 4.557392870874408e-06
PLINTKS00013, PLSTLSK00016, 4.568376696688795e-06
LU0646112838, PLTRMRX00011, 4.633370958747417e-06
PLELKOP00013, PLZSTAL00012, 4.64287159940997e-06
PLGSPR000014, PLWNDMB00010, 4.657064387274898e-06
AT0000827209, FR0000060873, 4.698968168031159e-06
PLINTKS00013, PLTRKPL00014, 4.72198536499851e-06
PLPRCHM00014, PLTELL000023, 4.733342660212373e-06
PLBRSZW00011, PLMKRNP00015, 4.754356683346405e-06
PLKMPTR00012, PLTRFRM00018, 4.759130078591151e-06
PLELEKT00016, PLODLPL00013, 4.763261145390373e-06
PLCMP0000017, PLRELPL00014, 4.781127407610594e-06
PLPRCHM00014, PLSTPRK00019, 4.817266259449401e-06
PLAGORA00067, PLKPPD000017, 4.823960606021806e-06
PLCAMMD00032, PLONCTH00011, 4.831955711868631e-06
PLGMNGF00017, PLUNMOT00013, 4.8587139321662885e-06
EE3100063686, PLFORTE00012, 4.883057974318632e-06
AT0000827209, PLECBDZ00013, 4.890968242418907e-06
PLFERUM00014, PLPONAR00012, 4.903863552658619e-06
PLTELL000023, PLZSTAL00012, 4.907600400229665e-06
PLAPSEN00011, PLELEKT00016, 5.002230698795317e-06
PLBOWM000019, PLKLNR000017, 5.00966285905908e-06
AT0000827209, PLAMICA00010, 5.028061290325091e-06
PLGMNGF00017, PLWDM0000029, 5.0582518015768975e-06
PLFAMUR00012, PLPRCHM00014, 5.064682931323199e-06
PLELEKT00016, PLELZAB00010, 5.073454239204599e-06
PLRESBD00032, PLVVDGM00014, 5.080225933892095e-06
PLECHPS00019, PLFAMUR00012, 5.0992651013843005e-06
PLCVTNH00040, PLULTGM00013, 5.244908014324199e-06
PLLUBAW00013, PLRAFAK00018, 5.264939295951057e-06
IT0005239360, PLKRK0000010, 5.266513956538497e-06
PLGMNGF00017, PLZAMET00010, 5.319976349670438e-06
PLGMNGF00017, PLNFI0700018, 5.3429266610280336e-06
PLKMPTR00012, PLSANWL00012, 5.359778383359611e-06
AT0000827209, PLBEST000010, 5.370636870763924e-06
LU0122624777, PLODLPL00013, 5.385076515671435e-06
PLATREM00017, PLLBT0000013, 5.419304354967674e-06
NL0009508712, PLZATRM00012, 5.424706656705683e-06
LU0122624777, PLZATRM00012, 5.442612593036228e-06
PLGMNGF00017, PLWTCHN00030, 5.4705789371030466e-06
PLADDRG00015, PLMSTPL00018, 5.476234801522249e-06
PLCMP0000017, PLNTSYS00013, 5.514478788472152e-06
PLGRNKT00019, PLZPCOT00018, 5.543614480581516e-06
PLDGA0000019, PLHELIO00014, 5.5453757330863536e-06
PLINCLT00015, PLNFI1000012, 5.613195315732219e-06
LU0122624777, PLTIM0000016, 5.6203155381981376e-06
NL0009805613, PLINTSP00038, 5.6520183443537285e-06
PLBAUMA00017, PLMWTRD00013, 5.662458188155254e-06
AT0000827209, PLZAPUL00057, 5.702029248478957e-06
NL0011882741, PLWELTN00012, 5.719505650270359e-06
PLGRNKT00019, PLLSSFT00016, 5.7682261488755946e-06
