stock1, stock2, p_value
AT0000827209, PLBAUMA00017, 1.0738481697864469e-09
LU0122624777, PLFORTE00012, 1.1181342292970193e-09
PLPONAR00012, PLWRWCK00013, 1.1316763891477002e-09
PLINTBD00014, PLINTKS00013, 1.141140675808388e-09
LU0122624777, PLATLPL00018, 1.220672760492627e-09
PLHDRTR00013, PLRNBWT00031, 1.2595871376164163e-09
NL0011882741, PLPROJP00018, 1.264049458033078e-09
PLELEKT00016, PLINSTK00013, 1.2767822967829572e-09
PLINTSP00038, PLOPNPL00013, 1.399786230199024e-09
PLINCLT00015, PLNTSYS00013, 1.4382495827752196e-09
PLGMNGF00017, PLKRKGL00012, 1.4516862805355829e-09
PLGMNGF00017, PLMVGMS00011, 1.6295501096953321e-09
PLGSPR000014, PLSTIGR00012, 1.636592086028071e-09
NL0009508712, PLENERG00022, 1.6720538587877621e-09
AT0000827209, PLNTSYS00013, 1.8336071794843067e-09
PLELEKT00016, PLMNNCP00011, 1.8849063370621077e-09
LU0122624777, PLDEBCA00016, 1.9519586149346243e-09
LU0122624777, PLMRCTR00015, 2.0369541213640736e-09
NL0011882741, PLADVPL00029, 2.1084551060022852e-09
PLLUBAW00013, PLPEPES00018, 2.1369970818154623e-09
AT0000827209, PLMNNCP00011, 2.1563113730070568e-09
PLINTBD00014, PLSELNA00010, 2.2289720938929787e-09
LU0122624777, PLK2ITR00010, 2.249849686914902e-09
PLIDMSA00044, PLMWTRD00013, 2.2736766666662857e-09
PLELEKT00016, PLMKRNP00015, 2.330762165182131e-09
AT0000827209, PLUNBEP00015, 2.3310059451699246e-09
PLNFI0700018, PLOPNPL00013, 2.394973217080948e-09
PLELEKT00016, PLSOFTB00016, 2.5924773129715995e-09
PLVSTLA00011, PLZRWZW00012, 2.6150672028896625e-09
PLHDRTR00013, PLKRKCH00019, 2.7780478811542007e-09
PLCMRAY00029, PLGLBLC00011, 2.8615862392647453e-09
PLFERUM00014, PLINCLT00015, 2.866714115883453e-09
PLFERUM00014, PLKLSTN00017, 2.945767078107423e-09
PLELKOP00013, PLPONAR00012, 2.9839441705042684e-09
PLRFMET00016, PLSNZKA00033, 3.0077619884252495e-09
PLKMPTR00012, PLMSTSD00019, 3.038761372467299e-09
PLLUBAW00013, PLLZPSK00019, 3.05492331688404e-09
PLATTFI00018, PLONCTH00011, 3.1117183374685086e-09
PLFERUM00014, PLINTSP00038, 3.2463779413987335e-09
PLCNTSL00014, PLHELIO00014, 3.3021055812262573e-09
PLATM0000021, PLPANVA00013, 3.330206740322649e-09
IT0005239360, PLWRWCK00013, 3.3404317217593247e-09
PLINTBD00014, PLINTRL00013, 3.418732558158552e-09
PLGMNGF00017, PLPMPOL00031, 3.4730322897461813e-09
PLLUBAW00013, PLNFI0600010, 3.6553993297863584e-09
EE3100099391, PLANSWR00019, 3.756116716612155e-09
PLACTIN00018, PLATPRT00018, 3.778301590005413e-09
PLINTBD00014, PLZBMZC00019, 3.80534336308158e-09
PLELPO000016, PLNFI1200018, 3.816389743823315e-09
PLUNMST00014, PLZSTAL00012, 3.848171270539527e-09
AT0000827209, PLSELNA00010, 4.101388552493498e-09
PLBAUMA00017, PLSELNA00010, 4.106223411378978e-09
LU0122624777, PLINSTK00013, 4.112309326081537e-09
LU0122624777, PLKNOPL00014, 4.198133125191708e-09
PLBAUMA00017, PLSKLNW00011, 4.210078528212413e-09
LU0122624777, PLBUDMX00013, 4.319963934801389e-09
LU0122624777, PLSTLEX00019, 4.374513279808123e-09
NL0011882741, PLCELPD00013, 4.389079926783217e-09
PLINTBD00014, PLUNBEP00015, 4.502313868702668e-09
LU0611262873, PLMFO0000013, 4.508451526916837e-09
LU0122624777, PLVTLGD00010, 4.517871779710599e-09
PLELEKT00016, PLLPP0000011, 4.929477859403169e-09
PLSFNKS00011, PLZSTAL00012, 5.120710053548889e-09
PLELEKT00016, PLKRKCH00019, 5.1874996405989526e-09
PLMDCLG00015, PLMLSTM00015, 5.2170897843343334e-09
AT0000827209, PLPWRMD00011, 5.479810056980765e-09
PLGMNGF00017, PLSUNEX00013, 5.482037295161313e-09
PLATTFI00018, PLMLSTM00015, 5.4985064590113966e-09
PLSANWL00012, PLWAWEL00013, 5.7293980545805076e-09
PLPMPOL00031, PLTRNSU00013, 5.767205476710373e-09
PLBSK0000017, PLSELVT00013, 6.021671829229587e-09
PLINTBD00014, PLXPLUS00013, 6.052992652000324e-09
PLINTBD00014, PLSTLPD00017, 6.1185776588723255e-09
PLSOFTB00016, PLUNMST00014, 6.151590720626414e-09
PLELZAB00010, PLIQPRT00017, 6.413539315048402e-09
PLMXCMS00016, PLXTPL000018, 6.433989226119185e-09
LU0611262873, PLMLPGR00017, 6.880530317767858e-09
PLELEKT00016, PLRAFAK00018, 6.968564628172242e-09
PLINTSP00038, PLWDM0000029, 7.012459234605492e-09
PLINTBD00014, PLMKRNP00015, 7.031638494245305e-09
AT0000827209, PLPONAR00012, 7.1559483593252345e-09
NL0009508712, PLMKRNP00015, 7.174569307280832e-09
PLINTBD00014, PLMOBRK00013, 7.317641072904251e-09
PLPONAR00012, PLSTLSK00016, 7.322955770691785e-09
PLINTBD00014, PLZSTAL00012, 7.3372461341438084e-09
PLINTBD00014, PLMSTSD00019, 7.339651005679799e-09
LU0122624777, PLEURCH00011, 7.390927195403811e-09
PLINTBD00014, PLLUBAW00013, 7.43248263547502e-09
PLELEKT00016, PLTLKPL00017, 7.609857109369085e-09
NL0009508712, PLFAMUR00012, 7.645149264718417e-09
PLCMRAY00029, PLMRCTR00015, 7.79074237613483e-09
PLINTBD00014, PLKPPD000017, 7.903440663835926e-09
PLIDMSA00044, PLINTSP00038, 7.986206465240862e-09
PLBRSZW00011, PLKRINK00014, 8.402025176383209e-09
PLINTBD00014, PLPRCHM00014, 8.44288649666995e-09
PLINTBD00014, PLKLNR000017, 8.469355108517949e-09
PLGSPR000014, PLINPRO00015, 8.713117343007798e-09
PLFAMUR00012, PLRELPL00014, 8.724408703742796e-09
AT0000827209, PLSOFTB00016, 8.829861602884927e-09
PLECHPS00019, PLMAKRM00019, 8.876327092538167e-09
PLMNRTR00012, PLZCPLC00036, 9.379322289308113e-09
PLECHPS00019, PLNTSYS00013, 9.601478588456153e-09
PLINTBD00014, PLKNOPL00014, 9.609781654627811e-09
PLKLNR000017, PLPANVA00013, 9.65259938697346e-09
PLBIOPL00013, PLSHPR000021, 9.693575104396052e-09
PLKLNR000017, PLOPNPL00013, 1.0078502417113582e-08
PLINTBD00014, PLIZCJR00017, 1.020352571781967e-08
PLMSTSD00019, PLSEKO000014, 1.0210443264411314e-08
PLSKTAN00010, PLVSTLA00011, 1.0495325648559337e-08
PLGMNGF00017, PLKPPD000017, 1.0610644401355083e-08
PLBSK0000017, PLSNKTK00019, 1.067284886630318e-08
PLSKTAN00010, PLTLKPL00017, 1.0785285574953966e-08
NL0009508712, PLACTIN00018, 1.098526301333391e-08
PLINTBD00014, PLSOFTB00016, 1.1063920307176718e-08
AT0000827209, PLMKRNP00015, 1.1275925472292304e-08
PLLZPSK00019, PLMKRNP00015, 1.1405060696960936e-08
PLELKOP00013, PLERGIN00015, 1.1462591476628776e-08
AT0000827209, PLHELIO00014, 1.1561910165859967e-08
LU0122624777, PLAMICA00010, 1.1735677370425667e-08
PLINTBD00014, PLZATRM00012, 1.1738312110456527e-08
AT0000827209, PLDEBCA00016, 1.1898362546956861e-08
PLGMNGF00017, PLPCCRK00076, 1.1959548215227934e-08
PLINTBD00014, PLTRKPL00014, 1.2086767957460525e-08
AT0000827209, PLWOJAS00014, 1.2090329367757047e-08
PLATM0000021, PLPMPOL00031, 1.2430047139199047e-08
LU0122624777, PLMSTPL00018, 1.2570377003374922e-08
PLSKTAN00010, PLSTLSK00016, 1.2696808038754415e-08
PLKOMPP00017, PLPEPES00018, 1.30141735659694e-08
PLBSK0000017, PLENLMD00017, 1.3183211168969698e-08
NL0009508712, PLHMINW00016, 1.3725091363672345e-08
PLGSPR000014, PLKRK0000010, 1.3742989349268245e-08
PLINTBD00014, PLSTIGR00012, 1.378228653219931e-08
PLCNTSL00014, PLERTEL00011, 1.3874250022939584e-08
PLDUDA000016, PLSTLPF00012, 1.4257030088156983e-08
LU0122624777, PLZTKMA00017, 1.4266316253012055e-08
PLIDMSA00044, PLPANVA00013, 1.4340855490830565e-08
PLINTBD00014, PLMNRTR00012, 1.4404359697465449e-08
AT0000827209, CZ0005112300, 1.4537797600952455e-08
AT0000827209, PLCFRPT00013, 1.4973980010602986e-08
PLLUBAW00013, PLSKTAN00010, 1.5238997125770457e-08
PLPMPOL00031, PLSTPRK00019, 1.5326949371925774e-08
PLSFNKS00011, PLTRNSU00013, 1.5467840556042423e-08
PLELEKT00016, PLMSTPL00018, 1.593044027648196e-08
PLLENAL00015, PLZSTAL00012, 1.5990205735199656e-08
PLLUBAW00013, PLSTLPD00017, 1.608313580026959e-08
PLINTBD00014, PLPLSEP00013, 1.6250879720808215e-08
AT0000827209, PLPRGNK00017, 1.698249386982124e-08
PLTLKPL00017, PLTRMRX00011, 1.7377438411460804e-08
PLPONAR00012, PLTRNSU00013, 1.8027574290252622e-08
PLHDRTR00013, PLKRINK00014, 1.8035973002639035e-08
PLKMPTR00012, PLSELNA00010, 1.867976635213381e-08
AT0000827209, PLIDMSA00044, 1.9063655890225467e-08
PLLENTX00010, PLWNDMB00010, 1.9111559371689043e-08
LU0122624777, PLSTPRK00019, 2.008703466554994e-08
PLLUBAW00013, PLNFI1000012, 2.0237373385236356e-08
LU0646112838, PLPILAB00012, 2.0357964056477392e-08
PLRFMET00016, PLSTLEX00019, 2.0498508433270365e-08
PLDGA0000019, PLRFMET00016, 2.0628387641560862e-08
PLPROJP00018, PLSEKO000014, 2.0661590151642047e-08
LU0122624777, PLWAWEL00013, 2.076924700605498e-08
PLRELPL00014, PLZRWZW00012, 2.1185433959312796e-08
PLIDMSA00044, PLIQPRT00017, 2.147161818712338e-08
PLPMPOL00031, PLWDM0000029, 2.1577564740651647e-08
PLGRNKT00019, PLVNDEX00013, 2.1756449438254368e-08
HU0000089198, SK1120010287, 2.2500119103290187e-08
HU0000089198, PLWRKSR00019, 2.2854487413735692e-08
PLCMPLD00016, PLMKRNP00015, 2.3274214207761402e-08
PLATM0000021, PLRESBD00032, 2.3465980371339506e-08
PLLUBAW00013, PLSTLSK00016, 2.3904039901251433e-08
PLLENAL00015, PLPANVA00013, 2.402928940145579e-08
PLELZAB00010, PLZRWZW00012, 2.4072629699278145e-08
NL0009508712, PLERGIN00015, 2.417639179689381e-08
PLGMNGF00017, PLIPOPM00011, 2.4208106797082585e-08
PLINTBD00014, PLINTGR00013, 2.4258896174893823e-08
LU0611262873, PLPSSUS00018, 2.429985932854044e-08
PLWELTN00012, PLZRWZW00012, 2.438462800398511e-08
PLELEKT00016, PLPANVA00013, 2.44418514858043e-08
PLBRSZW00011, PLERBUD00012, 2.5459357527943484e-08
PLGTC0000037, PLKRK0000010, 2.5664849484850285e-08
PLFERUM00014, PLSEKO000014, 2.6153135373700354e-08
PLKLNR000017, PLPONAR00012, 2.6250252636636588e-08
AT0000827209, PLINTSP00038, 2.6256456399384634e-08
AT0000827209, PLCMP0000017, 2.6292046752133688e-08
PLINTBD00014, PLVNDEX00013, 2.6660402608840272e-08
PLLUBAW00013, PLNFI1200018, 2.6779279756760322e-08
PLIDMSA00044, PLINTRL00013, 2.7177411787843848e-08
PLINTBD00014, PLTIM0000016, 2.8009904647814017e-08
PLLUBAW00013, PLTELL000023, 2.8319941453124367e-08
AT0000A21KS2, EE3100100835, 2.861934049221404e-08
PLCAMMD00032, PLSMFBC00016, 2.865447253793379e-08
PLINTBD00014, PLKOMPP00017, 2.8975227671668264e-08
PLATM0000021, PLIZCJR00017, 2.9155149251871662e-08
AT0000827209, PLACTIN00018, 2.9837227869045825e-08
PLPONAR00012, PLTELL000023, 2.984766261984543e-08
PLIDMSA00044, PLINCLT00015, 3.015770752941135e-08
PLLZPSK00019, PLMWTRD00013, 3.0421937653423625e-08
PLBAUMA00017, PLMRVPL00016, 3.04577303020817e-08
PLATREM00017, PLSTIGR00012, 3.075246372207647e-08
PLINTBD00014, PLVOTUM00016, 3.160167130366368e-08
PLINTBD00014, PLNFI0700018, 3.1751358172106844e-08
PLMNRTR00012, PLZAPUL00057, 3.2462750875646584e-08
PLINTBD00014, PLNFI0500012, 3.264709193684051e-08
AT0000827209, PLNFI1200018, 3.347508718983707e-08
HU0000089198, PLTRMRX00011, 3.3694902824406434e-08
AT0000827209, PLSANWL00012, 3.4178067860297697e-08
PLSKTAN00010, PLWAWEL00013, 3.4491303753108185e-08
AT0000827209, PLAMBRA00013, 3.4511965069458876e-08
PLKMPTR00012, PLZATRM00012, 3.484939714932636e-08
LU0611262873, PLNEWAG00012, 3.524864113129633e-08
PLELZAB00010, PLWELTN00012, 3.561574829827775e-08
PLBSK0000017, PLGRODN00015, 3.571101887805477e-08
LU0122624777, PLLPP0000011, 3.598362020491217e-08
NL0009508712, PLKRKCH00019, 3.7208758947471376e-08
PLECHPS00019, PLMOJ0000015, 3.746843755763093e-08
PLLUBAW00013, PLZAPUL00057, 3.812818500877321e-08
AT0000827209, PLKGNRC00015, 3.882301744756105e-08
PLELKOP00013, PLIZCJR00017, 3.8948902008240375e-08
AT0000827209, PLBRE0000012, 3.957334733725467e-08
PLIDMSA00044, PLPMPOL00031, 3.9879404417117655e-08
PLFAMUR00012, PLLSSFT00016, 4.088087293137978e-08
LU0611262873, PLENERG00022, 4.332748350961332e-08
EE3100099391, PLMNRTR00012, 4.4468657917823824e-08
PLBAUMA00017, PLINTRL00013, 4.488137474666316e-08
AT0000827209, PLKOMPP00017, 4.504593334596213e-08
PLRFMET00016, PLTALEX00017, 4.547998190755188e-08
PLINTSP00038, PLKPPD000017, 4.56948158450814e-08
PLINTBD00014, PLPZU0000011, 4.576057221651779e-08
PLINTBD00014, PLZAPUL00057, 4.6540479758715173e-08
PLRFMET00016, PLZTKMA00017, 4.6545247815706116e-08
PLFAMUR00012, PLSKTAN00010, 4.719877473342251e-08
PLLUBAW00013, PLNFI0700018, 4.744626331585771e-08
NL0009508712, PLEURCH00011, 4.7491038593776486e-08
AT0000827209, PLMSTWS00019, 4.7639105326534256e-08
PLSFNKS00011, PLZRWZW00012, 4.771979228943898e-08
PLBAUMA00017, PLRNBWT00031, 4.845819791878666e-08
PLSKTAN00010, PLTRNSU00013, 4.847070147257949e-08
PLATREM00017, PLINPRO00015, 4.867997400140823e-08
AT0000827209, PLERTEL00011, 4.883057553296599e-08
PLRFMET00016, PLZCPLC00036, 4.89903210382225e-08
PLRESBD00032, PLSNZKA00033, 4.947735175572379e-08
PLPONAR00012, PLSEKO000014, 4.95977576164198e-08
PLSFNKS00011, PLVNTIN00011, 4.997777004446018e-08
AT0000827209, PLZSTAL00012, 5.016510153652346e-08
PLLENTX00010, PLNFI0700018, 5.0789171360732715e-08
AT0000827209, ES0105375002, 5.103628659698876e-08
PLKMPTR00012, PLVSTLA00011, 5.1583245394878496e-08
AT0000827209, PLERGZB00014, 5.185956087490734e-08
PLLZPSK00019, PLOPNPL00013, 5.228118260774372e-08
AT0000827209, PLTALEX00017, 5.325966774198138e-08
PLNFI0700018, PLTRNSU00013, 5.456546515256435e-08
NL0009508712, PLBMECH00012, 5.501015222747794e-08
PLPONAR00012, PLWDM0000029, 5.533504052797955e-08
PLINCLT00015, PLMKRNP00015, 5.672899539621848e-08
NL0011882741, PLIZBLK00010, 5.673573859698347e-08
PLCMRAY00029, PLSNTFG00017, 5.774606761681905e-08
AT0000827209, PLZRWZW00012, 5.80343768554047e-08
PLINTBD00014, PLSANWL00012, 5.847216089444921e-08
PLNFI0700018, PLPEPES00018, 5.8959664417216407e-08
PLSKTAN00010, PLSTLEX00019, 5.932812528667032e-08
LU0122624777, PLPANVA00013, 5.938090490059044e-08
PLINTBD00014, PLNFI1200018, 5.994399407984998e-08
AT0000827209, PLNVITA00018, 6.062447433624767e-08
PLSKTAN00010, PLSTLPD00017, 6.169260690355638e-08
NL0009508712, PLKLNR000017, 6.181510519991943e-08
PLNFI0700018, PLVSTLA00011, 6.206052405567092e-08
NL0009508712, PLCAMMD00032, 6.351252164913422e-08
LU0122624777, PLAPSEN00011, 6.363552637761085e-08
PLPEPES00018, PLUNMST00014, 6.396287779382633e-08
PLSKTAN00010, PLTNDRH00012, 6.434780367402037e-08
PLRFMET00016, PLTLKPL00017, 6.586365142418624e-08
EE3100063686, PLSTLEX00019, 6.596017671079444e-08
PLKMPTR00012, PLWOJAS00014, 6.644380480615674e-08
PLINTBD00014, PLK2ITR00010, 6.711824141680762e-08
PLINTBD00014, PLNFI0600010, 6.727215852007427e-08
LU0122624777, PLECBDZ00013, 6.78451008566199e-08
PLLENTX00010, PLVOXEL00014, 6.875943465091901e-08
PLINTBD00014, PLKRKCH00019, 7.046073042307796e-08
LU0122624777, LU0611262873, 7.140445271898632e-08
EE3100099391, PLRNKPR00014, 7.337128865197844e-08
PLRFMET00016, PLZAPUL00057, 7.337181199446564e-08
AT0000827209, PLPEKPL00010, 7.353913642726465e-08
PLRFMET00016, PLWAWEL00013, 7.363167342200466e-08
PLSKTAN00010, PLTIM0000016, 7.38571593492958e-08
NL0009508712, PLMLPGR00017, 7.439063461691958e-08
PLDUDA000016, PLSANWL00012, 7.531899405194202e-08
PLRESBD00032, PLSTLEX00019, 7.633713904320295e-08
PLRESBD00032, PLRNKPR00014, 7.650462852828214e-08
AT0000827209, PLSFNKS00011, 7.738991934870129e-08
PLINTBD00014, PLIZSTL00015, 7.752290850199505e-08
AT0000827209, PLPLSEP00013, 7.775781312995169e-08
PLFSING00010, PLPKPCR00011, 7.792942536905952e-08
PLINTBD00014, PLTELL000023, 8.096942775602875e-08
PLGMNGF00017, PLLWBGD00016, 8.473356190967234e-08
PLURTST00010, PLZTKMA00017, 8.684595451592388e-08
AT0000827209, PLKRKCH00019, 8.777223111403494e-08
PLINTBD00014, PLSTLSK00016, 8.803983494142705e-08
PLLZPSK00019, PLZSTAL00012, 8.811474907122967e-08
PLLENAL00015, PLRESBD00032, 8.953562949118314e-08
PLINTBD00014, PLNVITA00018, 9.032616176362627e-08
IT0005239360, PLBNFTS00018, 9.473171975218405e-08
LU0122624777, PLMOJ0000015, 9.473843719347975e-08
PLECHPS00019, PLSTPRK00019, 9.491783224151846e-08
LU0122624777, PLRAFAK00018, 9.646979926804239e-08
PLELKOP00013, PLGMSOP00019, 9.649215833243709e-08
PLKMPTR00012, PLZSTAL00012, 9.79714687100807e-08
PLPEKPL00010, PLSNZKA00033, 9.806499855221562e-08
NL0009508712, PLFERUM00014, 9.852810354482105e-08
AT0000827209, PLWELTN00012, 9.902164941742036e-08
AT0000827209, PLBZ00000044, 9.964576816983095e-08
PLIZCJR00017, PLVNDEX00013, 1.0051938424784351e-07
LU0122624777, PLSOFTB00016, 1.0073767315786054e-07
PLINTBD00014, PLQRCUS00012, 1.0119899712405377e-07
PLNFI0600010, PLWDM0000029, 1.0185150449297564e-07
PLSKLNW00011, PLVOTUM00016, 1.0319474092030916e-07
PLNFI0600010, PLPEPES00018, 1.0405880984911302e-07
IT0005239360, PLDUDA000016, 1.0471016524355804e-07
NL0009508712, PLSTPRK00019, 1.0480015795955034e-07
PLIZBLK00010, PLSCPFL00018, 1.0551420703828455e-07
NL0011882741, PLPHN0000014, 1.063054055238888e-07
PLINTBD00014, PLUNMST00014, 1.0776950386861062e-07
PLGMNGF00017, PLMLSTM00015, 1.1029994046908028e-07
HU0000089198, PLATMSI00016, 1.1217279997156489e-07
LU0122624777, PLBOS0000019, 1.1233509125522284e-07
PLMNNCP00011, PLVOTUM00016, 1.1362004788106564e-07
PLELKOP00013, PLKLSTN00017, 1.1999317463922978e-07
AT0000827209, PLINTRL00013, 1.2025703971049507e-07
PLRFMET00016, PLTRFRM00018, 1.2120337096215115e-07
PLINTBD00014, PLKRINK00014, 1.213981444654963e-07
PLINTBD00014, PLPWRMD00011, 1.2426555976288922e-07
PLRFMET00016, PLSANWL00012, 1.2637787084977718e-07
PLLENAL00015, PLNTSYS00013, 1.3131019646609867e-07
AT0000827209, PLPKN0000018, 1.3196181482594544e-07
PLSKTAN00010, PLSTLPF00012, 1.3502788699312863e-07
PLGRNKT00019, PLPEKAO00016, 1.3510320071159894e-07
PLLENTX00010, PLZAMET00010, 1.3631885571227892e-07
PLBRSZW00011, PLSTLPF00012, 1.3641737460274836e-07
PLGTC0000037, PLINPRO00015, 1.3959991419380816e-07
EE3100063686, PLERBUD00012, 1.4188251478320085e-07
HU0000089198, PLCLDTC00019, 1.4231432197616395e-07
PLGMNGF00017, PLGPW0000017, 1.4626136381607832e-07
PLECHPS00019, PLKRINK00014, 1.4629341651620578e-07
PLTELL000023, PLUNBEP00015, 1.4659863919943183e-07
PLGMNGF00017, PLHDRTR00013, 1.5118550281691937e-07
PLECHPS00019, PLKMPTR00012, 1.5223235175151348e-07
NL0009508712, PLINPRO00015, 1.5232947299836854e-07
PLELEKT00016, PLSEKO000014, 1.5763672640784304e-07
PLATM0000021, PLZRWZW00012, 1.5800621669672937e-07
PLODRTS00017, PLPLAYW00015, 1.5843626850100204e-07
PLSKTAN00010, PLTALEX00017, 1.5921498950288126e-07
PLGTC0000037, PLSTIGR00012, 1.6070047005501809e-07
PLKMPTR00012, PLPEPES00018, 1.6197337685556061e-07
PLINTBD00014, PLPROJP00018, 1.630845007890459e-07
LU0122624777, PLMNNCP00011, 1.6335420911919393e-07
PLNFI0700018, PLRNBWT00031, 1.6590383871026116e-07
PLPRCHM00014, PLPWRMD00011, 1.6744067048583061e-07
LU0646112838, PLPHN0000014, 1.6838800141282378e-07
PLBAUMA00017, PLZATRM00012, 1.7018471502571744e-07
NL0009508712, PLHRPHG00023, 1.7201800681799636e-07
PLGMNGF00017, PLSLVCR00029, 1.755806606153501e-07
NL0009508712, PLARTPR00012, 1.7883991285188176e-07
LU0122624777, PLSARE000013, 1.8055660566686498e-07
PLONDE000018, PLTRNSU00013, 1.8633006634103373e-07
PLKLNR000017, PLSEKO000014, 1.8949131446871094e-07
AT0000827209, PLKGHM000017, 1.9141425395992744e-07
PLINTBD00014, PLOPTEM00012, 1.9206938756201626e-07
PLLENTX00010, PLSELVT00013, 1.9234149316538898e-07
PLNFI0700018, PLSFNKS00011, 1.9249081951210818e-07
PLMDCLG00015, PLTSQGM00016, 1.9630388820178675e-07
PLINTBD00014, PLMRBUD00015, 1.9749670820067678e-07
AT0000827209, PLADVPL00029, 1.9890302151217368e-07
PLELEKT00016, PLPKO0000016, 1.9983139591031927e-07
NL0009508712, PLINSTK00013, 2.100960445767528e-07
AT0000827209, PLBIOTN00029, 2.1076223550092427e-07
PLGMNGF00017, PLONCTH00011, 2.1105966617717933e-07
PLELKOP00013, PLFAMUR00012, 2.1465258709645767e-07
PLECHPS00019, PLLSSFT00016, 2.1534711569630393e-07
PLPMPOL00031, PLZRWZW00012, 2.2168540047121373e-07
PLKLNR000017, PLZRWZW00012, 2.237616344095555e-07
AT0000827209, EE3100065392, 2.2507310337436426e-07
NL0011882741, PLSTLPD00017, 2.2804047977398455e-07
PLSTLSK00016, PLZSTAL00012, 2.3543720456572316e-07
PLGMNGF00017, PLVNTIN00011, 2.356760341613692e-07
PLTRMRX00011, PLVIGOS00015, 2.3784910742933606e-07
PLCMRAY00029, PLTRCZN00016, 2.414210556748178e-07
PLBAUMA00017, PLECMNG00019, 2.4346639168887864e-07
PLGMNGF00017, PLWDMCP00013, 2.437842835015955e-07
PLINTBD00014, PLMWTRD00013, 2.438973992032373e-07
PLGTC0000037, PLSPRSF00011, 2.4590540681624925e-07
PLADDRG00015, PLFAMUR00012, 2.4724380180683536e-07
PLKLNR000017, PLMWTRD00013, 2.476336688900751e-07
PLGRNKT00019, PLKGHM000017, 2.5012197958676196e-07
PLINCLT00015, PLPANVA00013, 2.5042632955716834e-07
PLFSING00010, PLMLPGR00017, 2.522306768830881e-07
PLPONAR00012, PLSTPRK00019, 2.5429038560177377e-07
PLMOJ0000015, PLWDM0000029, 2.545895587377149e-07
NL0009508712, PLRNKPR00014, 2.5725891107954575e-07
AT0000827209, PLAB00000019, 2.592879623701054e-07
HU0000089198, PLPCCEX00010, 2.680436906145586e-07
PLECHPS00019, PLMKRNP00015, 2.6860535145107076e-07
PLGMNGF00017, PLKGHM000017, 2.6871655239781863e-07
AT0000827209, PLRAFAK00018, 2.687905112720086e-07
NL0009508712, PLINTGR00013, 2.721004868219639e-07
AT0000827209, PLMCIMG00012, 2.7221097585755756e-07
PLGRNKT00019, PLHELIO00014, 2.727212034539948e-07
PLINTBD00014, PLPONAR00012, 2.7652666677329225e-07
LU0122624777, PLGLBLC00011, 2.802453008877518e-07
PLINTBD00014, PLODLPL00013, 2.809643287764361e-07
AT0000827209, PLAPATR00018, 2.824326496399645e-07
PLBAUMA00017, PLWELTN00012, 2.8400054696256673e-07
AT0000827209, PLHDRTR00013, 2.846810051603375e-07
PLINTBD00014, PLMRVPL00016, 2.892655961420144e-07
AT0000827209, PLOPTTC00011, 2.893542902065583e-07
PLELZAB00010, PLINTRL00013, 2.953011638128027e-07
HU0000089198, PLUNMOT00013, 2.9713387350773874e-07
PLLENTX00010, PLPONAR00012, 2.9716616738992714e-07
PLELEKT00016, PLSTLEX00019, 3.0106515401259944e-07
PLIDMSA00044, PLSOFTB00016, 3.033188134675189e-07
PLADDRG00015, PLIZCJR00017, 3.0603713207867166e-07
PLIDMSA00044, PLPEPES00018, 3.110328701282586e-07
AT0000827209, PLXPLUS00013, 3.13882995610558e-07
AT0000827209, PLTRFRM00018, 3.206124858426233e-07
PLLUBAW00013, PLPONAR00012, 3.225476973793865e-07
NL0011882741, PLERPCO00017, 3.247542860423306e-07
PLINCLT00015, PLNFI0700018, 3.258287197812658e-07
NL0009508712, PLDELKO00019, 3.266923893173569e-07
PLCMPLD00016, PLKRINK00014, 3.272736350897956e-07
PLELEKT00016, PLMRCOR00016, 3.3348536465334194e-07
NL0009508712, PLECHPS00019, 3.337140145403065e-07
PLKOMPP00017, PLLENTX00010, 3.352131558775583e-07
PLGRNKT00019, PLSEKO000014, 3.413905165944383e-07
PLINTBD00014, PLKRK0000010, 3.4702100067104133e-07
AT0000827209, PLKETY000011, 3.4703466160549443e-07
PLKMPTR00012, PLZCPLC00036, 3.4806879049747576e-07
PLMSTWS00019, PLOPTEM00012, 3.579528966377271e-07
PLRELPL00014, PLSEKO000014, 3.674444769222507e-07
LU0611262873, PLMRCTR00015, 3.6856137882530426e-07
PLFERUM00014, PLWRTPL00027, 3.6947555512333305e-07
PLINTGR00013, PLNTSYS00013, 3.7852629031708353e-07
NL0009508712, PLMOBRK00013, 3.786925371983654e-07
AT0000827209, PLKRINK00014, 3.820705931447393e-07
PLERGIN00015, PLJWWNT00018, 3.8429623697682526e-07
PLKLSTN00017, PLNFI1000012, 3.980988566214903e-07
PLBAUMA00017, PLERGIN00015, 4.01956376185164e-07
NL0009508712, PLMWTRD00013, 4.0891367637434856e-07
PLINTBD00014, PLTALEX00017, 4.112680600501507e-07
PLBAUMA00017, PLIQPRT00017, 4.14172911860221e-07
PLINTBD00014, PLZAMET00010, 4.154170703353693e-07
NL0009508712, PLDECOR00013, 4.2480444776970496e-07
PLELEKT00016, PLPEKAO00016, 4.257861116496727e-07
PLINTBD00014, PLNTSYS00013, 4.2951340341140453e-07
PLBRSZW00011, PLREDAN00019, 4.3074320904884585e-07
PLCMPLD00016, PLHELIO00014, 4.3398454846839943e-07
PLBSK0000017, PLJSW0000015, 4.3577072405578185e-07
PLGMNGF00017, PLPROJP00018, 4.362785809340511e-07
NL0009508712, PLPKPCR00011, 4.399235302055645e-07
LU0122624777, PLMUZA000019, 4.4370872002886017e-07
