stock1, stock2, p_value, crossings
PLBSK0000017, PLKRK0000010, 1.590427656766347e-05, 0.0276616275329688
EE3100063686, PLERBUD00012, 1.4188251478320085e-07, 0.027655408712677434
PLGRNKT00019, PLSELVT00013, 2.5429609637832967e-06, 0.027643400138217002
PLCMRAY00029, PLTRCZN00016, 2.414210556748178e-07, 0.027637212923316466
PLKLNR000017, PLSTPRK00019, 1.4697481187649656e-06, 0.027633851468048358
PLIZBLK00010, PLR220000018, 2.331321524235978e-06, 0.027605244996549344
PLKMPTR00012, PLPZBDT00013, 4.405397933246211e-13, 0.027578891540705384
AT0000827209, EE3100065392, 2.2507310337436426e-07, 0.027570213862406597
PLELEKT00016, PLMRCOR00016, 3.33485364653342e-07, 0.027559055118110236
ES0105375002, USU827061099, 6.919979798375915e-06, 0.02754399387911247
LU0122624777, PLSKLNW00011, 2.580469030867536e-16, 0.027527656290198096
AT0000827209, PLSKLNW00011, 1.851028423309881e-05, 0.027527656290198096
PLKPPD000017, PLPLSEP00013, 1.6206290035255236e-05, 0.02749312671832042
PLKMPTR00012, PLPHRMN00011, 1.2921716427095018e-10, 0.027440633245382585
PLBAUMA00017, PLMWTRD00013, 5.662458188155254e-06, 0.027435187515731187
PLMEXPL00010, PLRELPL00014, 1.782608827331719e-05, 0.027406886858749122
PLHDRTR00013, PLRESBD00032, 5.035356781199911e-07, 0.0273972602739726
PLINTGR00013, PLNTSYS00013, 3.7852629031708353e-07, 0.027312992125984252
PLINTBD00014, PLMAKRM00019, 1.415674753695125e-06, 0.027312228429546864
PLESTHN00018, PLODLPL00013, 5.782666090800334e-30, 0.027255029201817
PLESTHN00018, PLOPTTC00011, 7.183507783094085e-30, 0.027255029201817
PLESTHN00018, PLLUBAW00013, 1.3602771886738572e-28, 0.027255029201817
PLINTSP00038, PLRESBD00032, 1.1856503961505856e-05, 0.02714819427148194
PLNFI0700018, PLPONAR00012, 3.371915322889818e-11, 0.02714440825190011
PLINTBD00014, PLRFMET00016, 1.1238553061968083e-06, 0.027001862197392923
NL0011882741, PLLWBGD00016, 2.4837374012750617e-06, 0.0268640350877193
PLELKOP00013, PLHOGA000041, 4.448564282311884e-06, 0.026827511703276918
PLBOS0000019, PLWTCHN00030, 2.200866306140325e-05, 0.026713709677419355
NL0009508712, PLBCLTX00019, 1.2413069065615207e-05, 0.026694045174537988
PLSOFTB00016, PLZRWZW00012, 2.3875303885078568e-28, 0.02662862577270566
PLGRNKT00019, PLSOFTB00016, 8.251735133242606e-07, 0.026606772633033862
PLESTHN00018, PLPKN0000018, 8.271082445040767e-30, 0.026606099935107073
PLCMRAY00029, PLFEERM00018, 1.0395170924280867e-09, 0.026589595375722544
PLRFMET00016, PLWAWEL00013, 7.363167342200466e-08, 0.02645761881430671
PLINTBD00014, PLNFI1000012, 3.2524903449734686e-06, 0.02638112973308504
PLODRTS00017, PLPLAYW00015, 1.5843626850100206e-07, 0.02631578947368421
PLELEKT00016, PLSEKO000014, 1.5763672640784306e-07, 0.02630937880633374
PLESTHN00018, PLMUZA000019, 1.4762192372778345e-22, 0.02628163530175211
PLGRNKT00019, PLINPRO00015, 6.630792670702117e-06, 0.02626123013130615
PLKLNR000017, PLPANVA00013, 9.65259938697346e-09, 0.026250619118375434
PLLZPSK00019, PLZSTAL00012, 8.811474907122968e-08, 0.02600297176820208
PLELKOP00013, PLMAKRM00019, 1.997050739673056e-05, 0.02599009900990099
PLBAUMA00017, PLSKLNW00011, 4.210078528212413e-09, 0.025984049395420632
PLLZPSK00019, PLMWTRD00013, 3.0421937653423625e-08, 0.0259249937075258
PLMAKRM00019, PLRNBWT00031, 1.3143366038265776e-05, 0.02590543259557344
PLGMNGF00017, PLNFI0600010, 9.73033183031162e-06, 0.025830258302583026
PLBAUMA00017, PLIQPRT00017, 4.14172911860221e-07, 0.02581799591002045
PLFAMUR00012, PLINCLT00015, 4.521019866858472e-06, 0.025813953488372093
PLIDMSA00044, PLWELTN00012, 8.442366934944074e-11, 0.025725929699439633
PLESTHN00018, PLMKRNP00015, 5.189263434471419e-30, 0.02563270603504218
PLMXCMS00016, PLXTPL000018, 6.4339892261191855e-09, 0.025624178712220762
LU0122624777, PLCFRPT00013, 7.522817678281904e-12, 0.02560124127230411
PLLZPSK00019, PLTRKPL00014, 2.5906749600808257e-05, 0.02544987146529563
LU0122624777, PLMRCTR00015, 2.0369541213640736e-09, 0.025420254202542025
PLKLNR000017, PLMRCOR00016, 1.8210608932584504e-06, 0.025344488188976378
PLBSK0000017, PLZAMET00010, 3.4678211556034804e-15, 0.02531645569620253
PLESTHN00018, PLSTLSK00016, 9.6071265107604e-30, 0.025308241401687217
PLESTHN00018, PLWAWEL00013, 1.1160612610842809e-29, 0.025308241401687217
PLESTHN00018, PLWELTN00012, 1.1199532455866889e-29, 0.025308241401687217
PLESTHN00018, PLKPPD000017, 8.039722464613534e-27, 0.025308241401687217
LU0122624777, PLPANVA00013, 5.938090490059045e-08, 0.02526002971768202
LU0122624777, PLSOFTB00016, 1.0073767315786055e-07, 0.025220372184133203
PLHDRTR00013, PLMWTRD00013, 1.562185604080513e-05, 0.025169896803423106
AT0000827209, PLSELNA00010, 4.101388552493498e-09, 0.025149079595540576
AT0000827209, PLABS0000018, 1.4452060430555952e-05, 0.025131942699170646
PLRESBD00032, PLRNKPR00014, 7.650462852828215e-08, 0.025075528700906343
PLINTKS00013, PLKRINK00014, 9.973440581142772e-06, 0.025073746312684365
PLINTKS00013, PLQRCUS00012, 1.996748575241732e-05, 0.025073746312684365
PLELKOP00013, PLGMSOP00019, 9.649215833243709e-08, 0.025
PLLENAL00015, PLPEPES00018, 8.00779635204673e-06, 0.024994566398609
PLRFMET00016, PLSANWL00012, 1.263778708497772e-07, 0.024987751102400785
PLBAUMA00017, PLXPLUS00013, 1.3649586161616603e-06, 0.02492858997662945
PLPROJP00018, PLWOJAS00014, 2.3642964930203257e-05, 0.024896265560165973
PLLENTX00010, PLSARE000013, 2.6318392411409656e-06, 0.024894924021985128
PLLZPSK00019, PLPMPOL00031, 8.105268155770599e-30, 0.02487793536386887
AT0000827209, PLZATRM00012, 1.670126172311857e-05, 0.024810655523635414
PLELPO000016, PLNFI1200018, 3.816389743823315e-09, 0.02471194663432383
PLLZPSK00019, PLWELTN00012, 2.6716870274677344e-06, 0.024707080998471728
PLADDRG00015, PLPEPES00018, 7.574160814906251e-06, 0.024701195219123506
PLADDRG00015, PLNFI0700018, 1.4123520642000444e-05, 0.024701195219123506
PLESTHN00018, PLZAPUL00057, 6.983113905382786e-30, 0.02465931213497729
PLESTHN00018, PLPEKPL00010, 9.60781593794292e-30, 0.02465931213497729
PLGMNGF00017, PLLSSFT00016, 2.7948502002140104e-06, 0.024600246002460024
PLGMNGF00017, PLUNMOT00013, 4.8587139321662885e-06, 0.024600246002460024
PLGMNGF00017, PLPKBEX00072, 2.0773858600331087e-05, 0.024600246002460024
PLMEXPL00010, PLSTLPD00017, 1.2438204832515368e-05, 0.024595924104005622
PLKLSTN00017, PLKRINK00014, 1.3330571644361792e-06, 0.02455795677799607
PLRFMET00016, PLTALEX00017, 4.547998190755188e-08, 0.02449779519843214
PLINTKS00013, PLODRTS00017, 8.298399059204927e-06, 0.02449624654286843
PLINTKS00013, PLPONAR00012, 6.207387001952819e-06, 0.02448377581120944
PLLENTX00010, PLSEKO000014, 9.410628678140598e-11, 0.02443745463343818
PLIDMSA00044, PLINCLT00015, 3.0157707529411355e-08, 0.02441860465116279
PLESTHN00018, PLMRCOR00016, 4.9461209977062124e-29, 0.024334847501622323
PLESTHN00018, PLPTNTS00019, 2.391374143465172e-24, 0.024334847501622323
PLELPO000016, PLKOMPP00017, 1.1305784127633607e-24, 0.024287856071964018
PLBRSZW00011, PLKLSTN00017, 9.925657946044896e-06, 0.024218939210462583
NL0009508712, PLMRCTR00015, 1.236124821997376e-10, 0.024190241902419023
PLCMPLD00016, PLKRINK00014, 3.272736350897956e-07, 0.02406679764243615
FR0000060873, PLPILAB00012, 4.088141890796733e-06, 0.024040186580552566
PLESTHN00018, PLTELL000023, 4.532426140124415e-30, 0.024010382868267358
PLESTHN00018, PLPEPES00018, 6.365894447835353e-30, 0.024010382868267358
PLESTHN00018, PLMWTRD00013, 5.21574792133838e-25, 0.024010382868267358
PLKLNR000017, PLSEKO000014, 1.8949131446871094e-07, 0.02395354464069683
PLLENTX00010, PLPMPOL00031, 3.4479851447102547e-06, 0.02394791908858405
PLIDMSA00044, PLSTPRK00019, 6.752225792746866e-06, 0.02393288921786331
PLBSK0000017, PLSARE000013, 9.4121373445386e-07, 0.02392499191723246
AT0000827209, PLINTSP00038, 2.6256456399384637e-08, 0.02391200382592061
PLKLNR000017, PLXPLUS00013, 1.552186499232664e-05, 0.02388989872760322
PLBAUMA00017, PLPRGNK00017, 1.3036272820640255e-06, 0.023883696780893044
PLHRPHG00023, PLSANWL00012, 3.0953972745581343e-06, 0.023874282260501662
PLELEKT00016, PLOPTTC00011, 6.336254639334028e-12, 0.02387332521315469
PLELEKT00016, PLRAFAK00018, 6.968564628172242e-09, 0.02387332521315469
PLELKOP00013, PLPONAR00012, 2.983944170504268e-09, 0.023843164959378313
LU0122624777, PLODRTS00017, 1.136464716278057e-06, 0.023706045041485577
PLESTHN00018, PLTIM0000016, 1.127428651087207e-26, 0.023685918234912395
PLESTHN00018, PLINPRO00015, 1.7046464205263371e-25, 0.023685918234912395
PLVSTLA00011, PLWDM0000029, 2.6013546668490677e-05, 0.02367306254672315
AT0000827209, PLPMPOL00031, 1.16509018066176e-06, 0.023672883787661407
PLINTBD00014, PLKRKCH00019, 7.046073042307796e-08, 0.023587833643699565
PLHOGA000041, PLKNOPL00014, 2.473988498087205e-05, 0.023578811369509043
NL0011882741, PLSTLSK00016, 1.30951382397878e-06, 0.023574561403508772
PLMEXPL00010, PLZTKMA00017, 4.500489204271162e-07, 0.02354181307097681
PLNFI0700018, PLZSTAL00012, 1.5605444086627965e-05, 0.02352649826646855
PLGRNKT00019, PLMKRNP00015, 1.1388537464928384e-05, 0.023496890117484452
PLELEKT00016, PLERBUD00012, 6.530694510364947e-07, 0.023494860499265784
PLBSK0000017, PLGRODN00015, 3.5711018878054775e-08, 0.023414634146341463
PLESTHN00018, PLZATRM00012, 9.74172001933057e-30, 0.02336145360155743
PLESTHN00018, PLSARE000013, 9.971500591839835e-30, 0.02336145360155743
PLESTHN00018, PLNFI0600010, 1.176581889925468e-26, 0.02336145360155743
PLCELPD00013, PLHMINW00016, 2.3153255164196586e-05, 0.023358840112766815
PLMSTSD00019, PLVSTLA00011, 1.0440099349651296e-11, 0.023355869698832205
NL0009508712, PLMLPGR00017, 7.439063461691959e-08, 0.023293172690763052
PLINTBD00014, PLOPTEM00012, 1.9206938756201626e-07, 0.023277467411545624
AT0000827209, PLPWRMD00011, 5.479810056980765e-09, 0.023273855702094646
PLRFMET00016, PLSOFTB00016, 9.71978632583497e-07, 0.023272905438510533
CY0101062111, HU0000089198, 8.976840569963972e-07, 0.02324100604902897
PLELEKT00016, PLMKRNP00015, 2.330762165182131e-09, 0.023204689789936492
PLIDMSA00044, PLKRKCH00019, 5.265979589760619e-14, 0.023203592814371257
PLMEXPL00010, PLWELTN00012, 1.0526181187149496e-06, 0.023190442726633873
PLBAUMA00017, PLWOJAS00014, 2.4741622781112926e-10, 0.02308091286307054
PLKLNR000017, PLNFI0700018, 4.508662594036923e-07, 0.023059022635921304
PLESTHN00018, PLZBMZC00019, 0.0, 0.023036988968202467
PLECHPS00019, PLINCLT00015, 6.253876056735142e-06, 0.023023255813953487
PLKLNR000017, PLPWRMD00011, 5.83182072464815e-06, 0.023015257305404706
PLIZCJR00017, PLLWBGD00016, 2.852920942138429e-24, 0.02301431378052203
PLKMPTR00012, PLSTLEX00019, 8.07117654498413e-07, 0.02301410541945063
PLKLSTN00017, PLTALEX00017, 1.0659856369928476e-06, 0.023007992249939452
PLAGORA00067, PLTELL000023, 7.488419588971507e-06, 0.02297568592460406
PLINTBD00014, PLRELPL00014, 6.500169697368739e-06, 0.022967101179391682
AT0000827209, PLAGORA00067, 3.249223780201468e-06, 0.02295552367288379
PLELEKT00016, PLTRFRM00018, 8.629297708141741e-11, 0.022898903775883068
PLSTLEX00019, PLTALEX00017, 2.35901155159796e-15, 0.02283821478382148
PLBRSZW00011, PLSTLPF00012, 1.3641737460274838e-07, 0.02279686968356584
PLMAKRM00019, PLTALEX00017, 7.51742657716471e-06, 0.02277227722772277
PLNFI0700018, PLTRNSU00013, 5.456546515256436e-08, 0.022760290556900726
PLIDMSA00044, PLIQPRT00017, 2.147161818712338e-08, 0.022750511247443764
PLSTLPF00012, PLZTKMA00017, 4.188249710764691e-10, 0.022717438338381652
PLESTHN00018, PLNVITA00018, 3.3631627840826685e-30, 0.0227125243348475
PLESTHN00018, PLINTCS00010, 3.553495270383262e-30, 0.0227125243348475
PLESTHN00018, PLOPNPL00013, 7.957259409687169e-30, 0.0227125243348475
PLESTHN00018, PLSANWL00012, 8.479391782931876e-30, 0.0227125243348475
PLESTHN00018, PLSEKO000014, 8.68471044760601e-30, 0.0227125243348475
PLESTHN00018, PLQRCUS00012, 9.675502032261496e-30, 0.0227125243348475
PLESTHN00018, PLINTGR00013, 1.4018003779882358e-29, 0.0227125243348475
PLESTHN00018, PLXPLUS00013, 3.564098150579507e-26, 0.0227125243348475
PLESTHN00018, PLMOBRK00013, 5.690087887391115e-26, 0.0227125243348475
PLESTHN00018, PLKLSTN00017, 4.018617501168567e-25, 0.0227125243348475
PLINTBD00014, PLWELTN00012, 1.475629481417574e-06, 0.02265673494723774
PLATTFI00018, PLONCTH00011, 3.1117183374685086e-09, 0.022561863173216887
PLLENAL00015, PLPANVA00013, 2.402928940145579e-08, 0.022535908865775136
PLKLSTN00017, PLNFI1000012, 3.980988566214903e-07, 0.022523613465730202
AT0000827209, PLUNBEP00015, 2.3310059451699246e-09, 0.022521356458710846
PLKMPTR00012, PLNFI1200018, 8.876502589265564e-07, 0.022519178421182874
NL0009508712, PLKRK0000010, 1.3899301895907164e-05, 0.022515278224509487
PLNFI0500012, PLZCPLC00036, 7.480586033967021e-06, 0.022501654533421574
PLATREM00017, PLSTIGR00012, 3.075246372207647e-08, 0.0224863475746868
PLINTKS00013, PLZAPUL00057, 3.0524021851599075e-06, 0.022418879056047197
PLELEKT00016, PLPEKPL00010, 1.9157866456819988e-10, 0.02241169305724726
PLESTHN00018, PLPWRMD00011, 0.0, 0.022388059701492536
PLESTHN00018, PLKOMPP00017, 2.343571657781276e-23, 0.022388059701492536
PLZBMZC00019, PLZTKMA00017, 2.1884835209764023e-11, 0.022378350247202708
PLINTBD00014, PLPROJP00018, 1.630845007890459e-07, 0.0223463687150838
LU0122624777, PLOPNPL00013, 1.1355609148543364e-18, 0.022344966105950288
PLMSTSD00019, PLUNMST00014, 6.52708914357809e-06, 0.022305705564686546
PLECHPS00019, PLKMPTR00012, 1.522323517515135e-07, 0.022271714922048998
PLECHPS00019, PLIZCJR00017, 4.9934645838700537e-20, 0.022266700025018765
AT0000827209, PLBAUMA00017, 1.0738481697864467e-09, 0.02223816355810617
AT0000827209, CZ0005112300, 1.4537797600952456e-08, 0.02223816355810617
PLBTCOM00016, PLPONAR00012, 2.4574782920331622e-05, 0.02223128696716296
LU0122624777, PLZATRM00012, 5.442612593036228e-06, 0.022199007573779055
PLBOS0000019, PLJWWNT00018, 1.2523348562544522e-06, 0.02217391304347826
PLGMNGF00017, PLSARE000013, 3.371288200482325e-06, 0.02214022140221402
PLGMNGF00017, PLPKPCR00011, 2.088167925378718e-05, 0.02214022140221402
PLGMNGF00017, PLSKLNW00011, 2.3084788667356724e-05, 0.02214022140221402
PLGMNGF00017, PLSONEL00011, 2.380464961828315e-05, 0.02214022140221402
LU0611262873, PLMLPGR00017, 6.880530317767858e-09, 0.02208835341365462
AT0000827209, PLCAMMD00032, 2.3922467072843573e-06, 0.02208365809301117
PLESTHN00018, PLFERRO00016, 2.7917171098902378e-30, 0.022063595068137574
PLESTHN00018, PLPROJP00018, 7.41743669276117e-30, 0.022063595068137574
PLESTHN00018, PLMBION00016, 8.446858401746204e-30, 0.022063595068137574
PLESTHN00018, PLTALEX00017, 9.11570803861656e-30, 0.022063595068137574
PLESTHN00018, PLFORTE00012, 1.2488801302159845e-29, 0.022063595068137574
PLESTHN00018, PLRELPL00014, 1.713506129918077e-29, 0.022063595068137574
PLESTHN00018, PLRAFAK00018, 3.2138384950600116e-29, 0.022063595068137574
PLESTHN00018, PLSOFTB00016, 9.343538708793992e-23, 0.022063595068137574
PLRFMET00016, PLZCPLC00036, 4.89903210382225e-08, 0.022048015678588925
PLINTBD00014, PLWDM0000029, 1.1469884647205227e-06, 0.02203600248292986
PLKMPTR00012, PLOPTTC00011, 2.6589158297305738e-06, 0.02202425142291512
PLKMPTR00012, PLSANWL00012, 5.359778383359611e-06, 0.02202425142291512
AT0000827209, PLCFRPT00013, 1.4973980010602986e-08, 0.021980863718644945
PLKOMPP00017, PLTIM0000016, 5.161382558994578e-10, 0.02193869612571962
NL0011882741, PLIZCJR00017, 7.684719798524578e-10, 0.021929824561403508
PLRESBD00032, PLSNZKA00033, 4.947735175572379e-08, 0.021917808219178082
PLLZPSK00019, PLNTSYS00013, 1.198220224293572e-06, 0.021899606299212598
PLLENTX00010, PLSELVT00013, 1.9234149316538898e-07, 0.02187397975840679
AT0000827209, PLFORTE00012, 8.030299700402971e-07, 0.021759923481587756
PLESTHN00018, PLK2ITR00010, 1.1662858473546272e-22, 0.021739130434782608
PLCMPLD00016, PLECHPS00019, 7.460747249608797e-06, 0.02170767004341534
PLNFI1000012, PLSTLSK00016, 1.3194823995054612e-05, 0.021679805942995754
LU0122624777, PLSARE000013, 1.8055660566686498e-07, 0.021661817006142902
PLAPATR00018, PLINCLT00015, 0.0, 0.021627906976744184
LU0122624777, PLABS0000018, 1.7616198999343652e-18, 0.021613470721286755
PLLENTX00010, PLSTIGR00012, 1.696755842214893e-05, 0.021522646964343077
AT0000827209, PLIDMSA00044, 1.9063655890225467e-08, 0.021520803443328552
LU0611262873, PLNEWAG00012, 3.5248641131296335e-08, 0.02150974025974026
PLINTBD00014, PLJSW0000015, 7.064561459447142e-06, 0.021505376344086023
PLBAUMA00017, PLECMNG00019, 2.4346639168887864e-07, 0.021450459652706845
PLINTBD00014, PLSTLSK00016, 8.803983494142706e-08, 0.021415270018621976
PLESTHN00018, PLLCCRP00017, 4.0361879881766824e-30, 0.021414665801427646
PLESTHN00018, PLTRFRM00018, 4.213326706702121e-30, 0.021414665801427646
PLESTHN00018, PLWOJAS00014, 7.018643544125401e-30, 0.021414665801427646
PLESTHN00018, PLINTRL00013, 7.637918745703761e-30, 0.021414665801427646
PLESTHN00018, PLVNDEX00013, 7.788807692555819e-30, 0.021414665801427646
PLESTHN00018, PLMNRTR00012, 1.0224353907600993e-29, 0.021414665801427646
PLESTHN00018, PLINTKS00013, 3.5683781067235443e-22, 0.021414665801427646
NL0011882741, PLBRSZW00011, 1.3834937328228752e-06, 0.02138157894736842
PLCIECH00018, PLRNBWT00031, 7.150174552463331e-06, 0.02137826961770624
PLINTSP00038, PLRNBWT00031, 7.580509074537176e-06, 0.02137826961770624
PLKMPTR00012, PLMRVPL00016, 4.772900074849424e-10, 0.02137643378519291
PLGTC0000037, PLLZPSK00019, 7.00454673532644e-07, 0.021346469622331693
PLCIECH00018, PLMNRTR00012, 1.0467969734322371e-06, 0.021337808678973866
AT0000827209, PLSFNKS00011, 7.73899193487013e-08, 0.021281683405069345
LU0122624777, PLGLBLC00011, 2.802453008877518e-07, 0.02125984251968504
PLPZU0000011, PLWTCHN00030, 1.214772424456761e-21, 0.021169354838709676
LU0122624777, PLBNFTS00018, 7.292136741589028e-06, 0.02116062840654056
NL0009508712, PLCMRAY00029, 6.773544417913388e-10, 0.021150855365474338
PLINTBD00014, PLMCIMG00012, 9.720334249646935e-07, 0.02110490378646803
PLDUDA000016, PLPKO0000016, 6.352655777509359e-11, 0.02109704641350211
PLKLSTN00017, PLLVTSF00010, 2.268485730036456e-05, 0.021017234131988232
PLLENTX00010, PLVOXEL00014, 6.875943465091901e-08, 0.020993002332555816
PLLZPSK00019, PLSFNKS00011, 1.9984324414490386e-13, 0.020953258116509325
PLMXCMS00016, PLPCCEX00010, 1.4271286864439329e-05, 0.02095238095238095
PLBAUMA00017, PLCFRPT00013, 1.2845967327427792e-10, 0.02094647013188518
PLINTKS00013, PLZRWZW00012, 8.827535060807383e-06, 0.02094395280235988
PLINCLT00015, PLNFI0700018, 3.258287197812658e-07, 0.020930232558139535
PLINCLT00015, PLLENAL00015, 8.352518975140347e-06, 0.020930232558139535
PLLZPSK00019, PLWRWCK00013, 4.539080517061227e-07, 0.0209226115452483
PLBSK0000017, PLSELVT00013, 6.021671829229587e-09, 0.02089454782892589
PLBSK0000017, PLJSW0000015, 4.3577072405578185e-07, 0.020853698273053112
NL0011882741, PLADVIV00015, 2.89585384224976e-06, 0.020833333333333332
PLESTHN00018, PLUNBEP00015, 8.766526588191998e-30, 0.020765736534717714
PLESTHN00018, PLLSSFT00016, 1.0187439449424658e-29, 0.020765736534717714
PLESTHN00018, PLKRKCH00019, 1.0961963206133463e-29, 0.020765736534717714
PLESTHN00018, PLVSTLA00011, 1.141225776021524e-29, 0.020765736534717714
PLESTHN00018, PLZSTAL00012, 8.073650489139884e-25, 0.020765736534717714
PLESTHN00018, PLPONAR00012, 2.573216658285259e-22, 0.020765736534717714
PLLUBAW00013, PLSTLPF00012, 3.996351047684089e-06, 0.02075535896563457
CY0101062111, PL11BTS00015, 2.3904225860428183e-05, 0.020689655172413793
PLBAUMA00017, PLPWRMD00011, 3.8230445416687295e-11, 0.02068787173519524
CY0101062111, PLBMDLB00018, 8.65222329838185e-06, 0.020642201834862386
PLKLNR000017, PLMWTRD00013, 2.476336688900751e-07, 0.020639315378806946
PLBTCOM00016, PLECHPS00019, 3.824971400462234e-06, 0.0205996328778299
PLKLSTN00017, PLMNRTR00012, 2.3434012669879085e-05, 0.020586098328893195
PLGSPR000014, PLKRK0000010, 1.3742989349268245e-08, 0.020585397233837247
PLELZAB00010, PLINTRL00013, 2.953011638128027e-07, 0.020563594821020565
LU0611262873, PLHMINW00016, 5.737833738332145e-07, 0.02053966975432944
PLKMPTR00012, PLPKN0000018, 2.2139570181769355e-06, 0.020539470428111852
PLKMPTR00012, PLNVITA00018, 2.393506004531596e-06, 0.020539470428111852
PLATREM00017, PLBNFTS00018, 4.043827155620285e-06, 0.020519397242705996
PLGTC0000037, PLSFNKS00011, 5.426043800492974e-23, 0.020492746949113516
PLINTBD00014, PLNFI1200018, 5.994399407984998e-08, 0.020484171322160148
PLINTBD00014, PLLSSFT00016, 1.0999283598074724e-06, 0.020484171322160148
PLNFI0700018, PLPEPES00018, 5.8959664417216407e-08, 0.020466949666464524
PLELEKT00016, PLKETY000011, 1.9184918785509425e-11, 0.02046285018270402
PLELEKT00016, PLSTLEX00019, 3.010651540125995e-07, 0.02046285018270402
PLELKOP00013, PLUNMST00014, 1.2440050517026544e-06, 0.020427330359239257
PLIDMSA00044, PLMRCOR00016, 2.2494761885222556e-05, 0.02042322834645669
PLMEXPL00010, PLTALEX00017, 2.4145513959673923e-05, 0.020379479971890373
AT0000827209, PLPRCHM00014, 1.9141650692004568e-06, 0.02032520325203252
AT0000827209, PLPKO0000016, 1.9782607632509743e-05, 0.02032520325203252
PLTRMRX00011, PLVIGOS00015, 2.378491074293361e-07, 0.020242914979757085
PLPMPOL00031, PLSTPRK00019, 1.5326949371925774e-08, 0.020231926967678265
PLELEKT00016, PLODLPL00013, 4.763261145390373e-06, 0.020219244823386114
PLADDRG00015, PLBZ00000044, 1.212881579498178e-05, 0.020185922974767595
PLINTBD00014, PLKMPTR00012, 1.5124736250343523e-06, 0.020173805090006207
PLINTBD00014, PLPKN0000018, 3.625784928215319e-06, 0.020173805090006207
PLBSK0000017, PLMDCLG00015, 2.490729429555166e-24, 0.020127474002012747
PLSKTAN00010, PLZTKMA00017, 1.887998996501776e-06, 0.020121159671138037
PLESTHN00018, PLTHP0000011, 6.346615470036709e-30, 0.020116807268007787
PLESTHN00018, PLHELIO00014, 7.412379717660526e-30, 0.020116807268007787
PLESTHN00018, PLWDM0000029, 7.448024778343459e-30, 0.020116807268007787
PLESTHN00018, PLSTLPD00017, 8.373557031779684e-30, 0.020116807268007787
PLESTHN00018, PLINCLT00015, 8.705555120492164e-30, 0.020116807268007787
PLESTHN00018, PLHDRTR00013, 9.100093997274621e-30, 0.020116807268007787
PLESTHN00018, PLLENAL00015, 9.722260620506601e-30, 0.020116807268007787
PLRFMET00016, PLSTLEX00019, 2.0498508433270365e-08, 0.020088192062714356
AT0000827209, PLINTRL00013, 1.202570397104951e-07, 0.020055851739020056
PLGRNKT00019, PLWNDMB00010, 5.828006258594196e-06, 0.020041465100207326
PLBAUMA00017, PLK2ITR00010, 6.720817782823329e-07, 0.020026007802340703
PLINTBD00014, PLVOXEL00014, 1.5065392015062327e-05, 0.019993335554815063
PLELEKT00016, PLPKO0000016, 1.998313959103193e-07, 0.01997563946406821
PLFAMUR00012, PLUNMST00014, 8.235837731359283e-06, 0.019957736557877435
PLINTBD00014, PLODLPL00013, 2.809643287764361e-07, 0.019863438857852266
AT0000827209, PLPKN0000018, 1.3196181482594544e-07, 0.01984696317551411
PLPONAR00012, PLRFMET00016, 7.758414830956112e-20, 0.019843214110730034
PLRELPL00014, PLRFMET00016, 2.498845338767377e-10, 0.019843214110730034
PLBRSZW00011, PLRELPL00014, 2.726481173796464e-06, 0.019822183355196036
PLECHPS00019, PLPANVA00013, 6.898651082452277e-12, 0.01981178801386825
PLESTHN00018, PLMRBUD00015, 3.215658638163766e-30, 0.019792342634652824
PLKLNR000017, PLMOJ0000015, 1.5689199973581731e-06, 0.019772614928324272
PLGTC0000037, PLSARE000013, 4.573561295033057e-07, 0.01972195279663757
PLINTSP00038, PLKRKCH00019, 1.5446491283559352e-11, 0.01971057884231537
AT0000827209, PLKRKCH00019, 8.777223111403495e-08, 0.01971057884231537
PLGRNKT00019, PLPROJP00018, 5.786353141587302e-06, 0.019695922598479614
PLGMNGF00017, PLSTLSK00016, 4.4843676218941787e-07, 0.01968019680196802
PLGMNGF00017, PLSCPFL00018, 9.93614541618734e-06, 0.01968019680196802
PLGMNGF00017, PLUNBEP00015, 1.023980691585466e-05, 0.01968019680196802
PLGMNGF00017, PLRESBD00032, 2.247574494373445e-05, 0.01968019680196802
PLMEXPL00010, PLVNTIN00011, 5.96470636102687e-06, 0.019676739283204497
PLKLNR000017, PLVSTLA00011, 2.4936805057507747e-06, 0.019674211973767716
NL0010391108, PLBIOMX00015, 1.239111018436858e-05, 0.019668337832626302
PLLENTX00010, PLWNDMB00010, 1.9111559371689043e-08, 0.019666666666666666
PLGTC0000037, PLKRK0000010, 2.5664849484850285e-08, 0.019620456738501126
PLKLSTN00017, PLNFI0500012, 1.58766577090764e-05, 0.01961734076047469
PLRFMET00016, PLZAPUL00057, 7.337181199446564e-08, 0.019598236158745713
PLECHPS00019, PLZSTAL00012, 6.397087632751687e-14, 0.0195641406636949
PLKMPTR00012, PLLUBAW00013, 8.599412372776805e-07, 0.019549616431576343
PLKMPTR00012, PLPLSEP00013, 1.205203025587202e-06, 0.019549616431576343
PLPEPES00018, PLRELPL00014, 8.623881043586013e-07, 0.019518837948252384
PLPONAR00012, PLWAWEL00013, 1.4405062769112789e-05, 0.01950078003120125
PLELEKT00016, PLMSTPL00018, 1.5930440276481962e-08, 0.0194884287454324
PLELEKT00016, PLFERUM00014, 1.8069234405175684e-06, 0.0194884287454324
PLSKTAN00010, PLUNMST00014, 1.938565176036846e-13, 0.019488142756515614
