stock1, stock2, p_value, crossings
PLSANWL00012, PLSTLPF00012, 2.262031456087772e-05, 0.014290575025518884
PLFAMUR00012, PLKLSTN00017, 1.2153375281180726e-13, 0.014289174134172923
PLESTHN00018, PLRNKPR00014, 5.114996379327e-29, 0.01427644386761843
PLESTHN00018, PLLPP0000011, 1.6959309331968034e-26, 0.01427644386761843
PLECHPS00019, PLSEKO000014, 1.52762131927024e-06, 0.014275344785869828
EE3100063686, PLPRCHM00014, 8.930474492668683e-06, 0.014238109663738261
PLAPATR00018, PLINTSP00038, 0.0, 0.014205868653935725
PLACTIN00018, PLAPATR00018, 9.277773926001625e-19, 0.014199255121042831
HU0000089198, SK1120010287, 2.250011910329019e-08, 0.014197306152166
PLRELPL00014, PLSTLSK00016, 1.3019042961888442e-06, 0.014189693801344288
PLPEPES00018, PLPMPOL00031, 3.290561421105087e-06, 0.014182748198093467
PLGRNKT00019, PLMAKRM00019, 1.8692670402986244e-05, 0.014167242570836213
AT0000827209, PLTRKPL00014, 1.627922783162054e-06, 0.014138817480719794
PLSFNKS00011, PLTAURN00011, 1.5853177182123068e-05, 0.01413108839446783
PLELEKT00016, PLLSSFT00016, 1.1308773214884573e-12, 0.01412911084043849
PLELEKT00016, PLKOMPP00017, 3.258465822585192e-11, 0.01412911084043849
PLLENAL00015, PLZSTAL00012, 1.5990205735199656e-08, 0.01411589895988113
PLKMPTR00012, PLMSTWS00019, 1.705200253317619e-06, 0.014105419450631032
PLKMPTR00012, PLMCIMG00012, 2.1194836000865357e-05, 0.014105419450631032
PLCNTSL00014, PLHELIO00014, 3.302105581226257e-09, 0.014101628981278872
PLADDRG00015, PLIZCJR00017, 3.060371320786717e-07, 0.014077025232403718
PLLENAL00015, PLSTPRK00019, 2.023663716074594e-05, 0.014063656550703183
PLCNTSL00014, PLSEKO000014, 1.5146375973735716e-06, 0.014033389789499154
PLELKOP00013, PLERGIN00015, 1.1462591476628776e-08, 0.014028056112224449
PLNFI0700018, PLZRWZW00012, 1.5590872123464375e-14, 0.014027579648121732
PLTELL000023, PLXPLUS00013, 8.108754971777545e-10, 0.014022331861854065
NL0009508712, PLOPTTC00011, 1.77615061224329e-05, 0.013996889580093312
PLINTBD00014, PLZATRM00012, 1.1738312110456528e-08, 0.013966480446927373
PLINTBD00014, PLPEKAO00016, 9.8044413244654e-07, 0.013966480446927373
LU0122624777, PLINSTK00013, 4.1123093260815374e-09, 0.01395690499510284
PLPEPES00018, PLRAFAK00018, 9.958919159536488e-06, 0.013920411559993948
PLLUBAW00013, PLLZPSK00019, 3.0549233168840403e-09, 0.013908645487592856
PLGRNKT00019, PLHELIO00014, 2.727212034539948e-07, 0.013821700069108501
PLGRNKT00019, PLSELNA00010, 1.5657549053883057e-05, 0.013821700069108501
LU0122624777, PLSTIGR00012, 1.204023185211411e-10, 0.013813042081593318
PLDRZPL00032, PLNFI0700018, 1.4500367941265944e-05, 0.013800424628450107
PLELPO000016, PLMSTZB00018, 4.392312086859411e-25, 0.013793103448275862
PLELKOP00013, PLIZCJR00017, 3.8948902008240375e-08, 0.013760320240180136
PLKMPTR00012, PLWOJAS00014, 6.644380480615675e-08, 0.013744813278008298
PLINCLT00015, PLPONAR00012, 2.725669455437564e-06, 0.01372093023255814
HU0000089198, PLATMSI00016, 1.1217279997156489e-07, 0.013708260105448155
PLDGA0000019, PLERBUD00012, 7.290447403681967e-10, 0.013705335291238374
AT0000827209, FR0000060873, 4.698968168031159e-06, 0.013673890608875128
PLLENTX00010, PLZAMET00010, 1.3631885571227892e-07, 0.013657561625582945
PLINTBD00014, PLNVITA00018, 9.032616176362629e-08, 0.013656114214773432
PLINTBD00014, PLPWRMD00011, 1.2426555976288922e-07, 0.013656114214773432
PLINTBD00014, PLNTSYS00013, 4.2951340341140453e-07, 0.013656114214773432
PLINTBD00014, PLPEKPL00010, 1.2557424701482583e-06, 0.013656114214773432
PLINTBD00014, PLLCCRP00017, 1.944941109571727e-05, 0.013656114214773432
PLBRSZW00011, PLINTGR00013, 3.622329867613799e-06, 0.013637092892668057
AT0000827209, PLSNZKA00033, 4.997095927785706e-07, 0.013629842180774749
AT0000827209, PLZAPUL00057, 5.702029248478957e-06, 0.013629842180774749
PLESTHN00018, PLVNTIN00011, 1.3075434357112635e-24, 0.0136275146009085
PLKOMPP00017, PLPEPES00018, 1.30141735659694e-08, 0.013617793917385384
PLELKOP00013, PLHELIO00014, 1.7001322020228254e-05, 0.01361536591295891
PLKMPTR00012, PLREMAK00016, 3.684464505426593e-06, 0.013610492452363277
PLKMPTR00012, PLMNNCP00011, 1.9354799456379845e-05, 0.013610492452363277
PLELKOP00013, PLMWTRD00013, 3.37332667391141e-16, 0.013591744273848478
PLRESBD00032, PLRNBWT00031, 2.1021386534935245e-05, 0.01358148893360161
PLINTBD00014, PLSARE000013, 4.5878931012518483e-07, 0.013579049466537343
PLINTKS00013, PLUNBEP00015, 2.386621843477097e-05, 0.013569321533923304
PLINTKS00013, PLMRCOR00016, 2.7695625565785708e-05, 0.013569321533923304
LU0122624777, PLKRINK00014, 2.1779094572668632e-13, 0.013506876227897839
PLBSK0000017, PLSTIGR00012, 1.6428476745495738e-05, 0.013491808544812078
EE3100063686, PLBUDMX00013, 1.3286007855845245e-05, 0.01348076340502878
PLFAMUR00012, PLTRNSU00013, 8.872625544757025e-07, 0.013478968161747618
PLGRNKT00019, PLTAURN00011, 2.079260457005415e-05, 0.013476157567380787
LU0122624777, PLERGZB00014, 1.2653390486787724e-11, 0.01346718903036239
LU0122624777, PLMSTPL00018, 1.2570377003374922e-08, 0.01346718903036239
PLSKTAN00010, PLZCPLC00036, 3.3031483301644933e-06, 0.013456871828810942
LU0122624777, PLRESBD00032, 6.728337287973006e-07, 0.013449564134495641
PLBAUMA00017, PLMKRNP00015, 7.374251357797135e-10, 0.0134342940889106
PLELEKT00016, PLZSTAL00012, 1.4788124942801166e-10, 0.01337295690936107
PLMNRTR00012, PLTRKPL00014, 6.783000925733886e-07, 0.013367609254498715
PLPROJP00018, PLTRKPL00014, 9.919372310318849e-06, 0.013367609254498715
PLINTBD00014, PLWAWEL00013, 1.7339993949047754e-06, 0.01334574798261949
PLINTBD00014, PLSTLEX00019, 1.846845888377837e-05, 0.01334574798261949
PLVSTLA00011, PLZRWZW00012, 2.615067202889662e-09, 0.01331431288635283
PLFAMUR00012, PLSEKO000014, 1.4181722023313898e-12, 0.013307524800387127
PLELKOP00013, PLSEKO000014, 2.5454797052972493e-05, 0.013307524800387127
PLBOS0000019, PLPOLWX00026, 2.1845754911347648e-05, 0.013286093888396812
PLINTKS00013, PLSARE000013, 2.627981317236308e-05, 0.01325573876495312
PLELKOP00013, PLKPPD000017, 3.012691958389268e-06, 0.01324668832791802
PLFAMUR00012, PLRELPL00014, 8.724408703742796e-09, 0.013246572158958867
PLKLNR000017, PLWELTN00012, 1.1138286417121796e-06, 0.013245033112582781
PLSKTAN00010, PLWDM0000029, 6.160284847650057e-06, 0.01320707699975081
PLELPO000016, PLRAFAK00018, 6.763797157612063e-27, 0.013193403298350824
PLMNRTR00012, PLZAPUL00057, 3.2462750875646584e-08, 0.013186286262287222
PLLUBAW00013, PLZAPUL00057, 3.8128185008773215e-08, 0.013169642857142857
PLSKTAN00010, PLZAPUL00057, 1.8842112638291324e-06, 0.013169642857142857
PLGRNKT00019, PLINTMS00019, 1.562887554067706e-06, 0.013130615065653075
PLGRNKT00019, PLIZCJR00017, 8.965040168599632e-06, 0.013130615065653075
PLGRNKT00019, PLNFI0500012, 2.616665903966573e-05, 0.013130615065653075
PLECHPS00019, PLMAKRM00019, 8.876327092538167e-09, 0.013118811881188118
PLKMPTR00012, PLKOMPP00017, 8.03283470545692e-07, 0.01311556545409552
PLKMPTR00012, PLLCCRP00017, 1.68377058489529e-05, 0.01311556545409552
PLPMPOL00031, PLRNBWT00031, 7.288799972411915e-21, 0.013078470824949699
LU0122624777, PLRNBWT00031, 4.486639094601681e-15, 0.013078470824949699
CY0101062111, PLINPRO00015, 1.5819798327458596e-05, 0.013053167780961477
PLNFI0700018, PLPROJP00018, 3.6810344783544015e-06, 0.013044914134742404
PLBAUMA00017, PLNTSYS00013, 1.3282246412814885e-06, 0.013041338582677165
PLBRSZW00011, PLNFI0500012, 9.40766973072276e-06, 0.013038204972710734
PLINTBD00014, PLNFI0500012, 3.2647091936840516e-08, 0.01303538175046555
PLINTBD00014, PLTELL000023, 8.096942775602876e-08, 0.01303538175046555
EE3100063686, PLMSTWS00019, 3.354640715713281e-06, 0.01302635564980309
AT0000827209, PLKRINK00014, 3.820705931447393e-07, 0.013015717092337918
PLPONAR00012, PLWELTN00012, 2.715268884030201e-06, 0.012990320937340805
PLMSTSD00019, PLRFMET00016, 4.272294332220978e-13, 0.012983831455169036
PLESTHN00018, PLPZU0000011, 9.499124356399905e-30, 0.012978585334198572
LU0122624777, PLAPATR00018, 5.5270954512601565e-11, 0.01297747306562194
PLMNRTR00012, PLPLSEP00013, 2.6769587410526505e-05, 0.012946535602972908
PLTELL000023, PLUNBEP00015, 1.4659863919943186e-07, 0.012943308309603935
PLGTC0000037, PLNFI0500012, 1.0687236596064385e-05, 0.01293103448275862
AT0000827209, PLBUDMX00013, 9.369067959169936e-07, 0.01291248206599713
PLELEKT00016, PLMUZA000019, 9.57700011883373e-10, 0.012911084043848964
EE3100063686, PLNFI0700018, 3.895423177040621e-06, 0.01288659793814433
PLLENTX00010, PLPONAR00012, 2.971661673899272e-07, 0.01287420505661548
PLNFI1000012, PLPONAR00012, 2.494049102889952e-06, 0.01287420505661548
NL0009508712, PLPKPCR00011, 4.399235302055645e-07, 0.012861736334405145
LU0122624777, PLSTPRK00019, 2.0087034665549942e-08, 0.012830002467308166
PLLENTX00010, PLSNKTK00019, 1.477650638773759e-06, 0.012807881773399015
PLATM0000021, PLOPNPL00013, 8.139623356936988e-15, 0.012804418779814211
PLFAMUR00012, PLVSTLA00011, 2.7670847830814783e-11, 0.012781780153381363
PLDGA0000019, PLKRINK00014, 2.7636543286480125e-10, 0.012770137524557957
PLSKTAN00010, PLSOFTB00016, 2.1739312534994052e-10, 0.0127378265075782
PLATREM00017, PLINPRO00015, 4.8679974001408233e-08, 0.012734797835084369
PLPONAR00012, PLTELL000023, 2.984766261984543e-08, 0.012714699977693509
PLKMPTR00012, PLUNBEP00015, 4.666275256574606e-11, 0.012684442143411856
PLINTKS00013, PLPROJP00018, 2.475674161456134e-05, 0.012684365781710914
PLREDAN00019, PLTRFRM00018, 1.742438502165677e-06, 0.012676949080921191
PLLUBAW00013, PLMUZA000019, 4.257934133251053e-06, 0.01267407291503677
AT0000827209, PLKGHM000017, 1.9141425395992744e-07, 0.012673362027737924
AT0000827209, PLVSTLA00011, 1.1436646507817662e-05, 0.012673362027737924
PLPRCHM00014, PLPWRMD00011, 1.6744067048583061e-07, 0.012671321437807085
PLELEKT00016, PLERTEL00011, 7.165212375797158e-12, 0.01266747868453106
PLELEKT00016, PLPLSEP00013, 7.718584984234869e-12, 0.01266747868453106
PLELEKT00016, PLINTCS00010, 4.690072411210448e-11, 0.01266747868453106
PLELEKT00016, PLMNNCP00011, 1.8849063370621077e-09, 0.01266747868453106
PLRESBD00032, PLSONEL00011, 1.359201587408213e-05, 0.01263157894736842
LU0122624777, PLMOJ0000015, 9.473843719347976e-08, 0.012605042016806723
PLGSPR000014, PLKNOPL00014, 3.906998802416167e-13, 0.012596899224806201
PLDGA0000019, PLNFI0500012, 8.71119454660418e-07, 0.012492320294900676
LU0122624777, PLACTIN00018, 2.720553552745299e-12, 0.01248775710088149
LU0122624777, PLPKN0000018, 2.8259698181457653e-11, 0.01248775710088149
AT0000827209, PLMKRNP00015, 1.1275925472292304e-08, 0.012457254518808011
PLCNTSL00014, PLERTEL00011, 1.3874250022939584e-08, 0.012440191387559809
PLBIOTN00029, PLSFNKS00011, 3.66474965865727e-12, 0.012433801519686852
PLINTBD00014, PLINTCS00010, 1.42334968765969e-05, 0.012414649286157667
PLAGORA00067, PLCTINT00018, 1.2313638407606148e-05, 0.012395648874272705
AT0000827209, PLKLSTN00017, 4.357894549534458e-06, 0.012351658997335917
PLDUDA000016, PLSTLPF00012, 1.4257030088156985e-08, 0.012333783002505299
PLBSK0000017, PLVOXEL00014, 1.7911975563728697e-15, 0.012329223592135955
PLGMNGF00017, PLSUNEX00013, 5.482037295161313e-09, 0.012300123001230012
PLGMNGF00017, PLHMINW00016, 6.707424895919001e-06, 0.012300123001230012
PLGMNGF00017, PLLENAL00015, 1.3825031850261527e-05, 0.012300123001230012
PLGMNGF00017, PLIZSTL00015, 1.4006826034447408e-05, 0.012300123001230012
HU0000089198, PLMEXPL00010, 1.5064426168862576e-05, 0.012297962052002811
PLELPO000016, PLMSTWS00019, 4.134692965328282e-28, 0.012293853073463269
PLELPO000016, PLRELPL00014, 2.359910998580005e-26, 0.012293853073463269
PLLUBAW00013, PLNFI0500012, 3.733049479670505e-12, 0.012280169799878714
LU0122624777, PLERGIN00015, 8.234396836962735e-16, 0.012274549098196393
LU0122624777, PLVTLGD00010, 4.517871779710599e-09, 0.012264922322158627
PLCMRAY00029, PLSNTFG00017, 5.774606761681905e-08, 0.01225854383358098
PLINTSP00038, PLWDM0000029, 7.012459234605492e-09, 0.01221031647146773
PLELKOP00013, PLRESBD00032, 8.316224861835864e-06, 0.012204234122042341
AT0000827209, PLMSTWS00019, 4.7639105326534256e-08, 0.012195121951219513
AT0000827209, PLTALEX00017, 5.3259667741981385e-08, 0.012195121951219513
PLKMPTR00012, PLSELNA00010, 1.867976635213381e-08, 0.012185636505055743
PLELEKT00016, PLSANWL00012, 1.6531782515925033e-12, 0.012180267965895249
PLELEKT00016, PLNFI1200018, 5.362595058627959e-12, 0.012180267965895249
PLELEKT00016, PLNVITA00018, 6.016169969277305e-12, 0.012180267965895249
AT0000827209, PLZSTAL00012, 5.016510153652346e-08, 0.012134720158494304
PLELKOP00013, PLZSTAL00012, 4.64287159940997e-06, 0.012134720158494304
PLKMPTR00012, PLSOFTB00016, 2.853360221983346e-06, 0.01212571145756001
PLKMPTR00012, PLTIM0000016, 1.2575494227202824e-05, 0.01212571145756001
PLKMPTR00012, PLMUZA000019, 1.7355690541954556e-05, 0.01212571145756001
PLKMPTR00012, PLZTKMA00017, 1.997161679388195e-05, 0.01212571145756001
EE3100063686, PLRAFAK00018, 1.7228555627225702e-05, 0.012117540139351712
PLINTBD00014, PLUNBEP00015, 4.502313868702668e-09, 0.012104283054003724
PLINTBD00014, PLNFI0700018, 3.1751358172106844e-08, 0.012104283054003724
PLINTBD00014, PLMRCOR00016, 5.173953044619341e-07, 0.012104283054003724
PLINTBD00014, PLKLSTN00017, 1.0685651050218152e-05, 0.012104283054003724
PLINTKS00013, PLSKTAN00010, 2.3774429833744064e-05, 0.012094395280235988
PLGRNKT00019, PLPEKPL00010, 3.130489637206602e-06, 0.012093987560469938
PLGRNKT00019, PLTALEX00017, 6.834745657397753e-06, 0.012093987560469938
PLSKTAN00010, PLSTLSK00016, 1.2696808038754417e-08, 0.012092873266688165
PLKOMPP00017, PLLENTX00010, 3.352131558775583e-07, 0.012086417887898474
PLPONAR00012, PLRNBWT00031, 9.49057217509888e-18, 0.012072434607645875
PLKLNR000017, PLRNBWT00031, 2.49597895407306e-06, 0.012072434607645875
PLBAUMA00017, PLKRINK00014, 3.451192950001919e-06, 0.012033398821218075
PLELPO000016, PLNVITA00018, 1.8353464569665331e-28, 0.01199400299850075
PLKMPTR00012, PLWELTN00012, 9.887386827114223e-06, 0.011971472236372899
PLGSPR000014, PLSARE000013, 3.3746998971702216e-10, 0.01196249595861623
AT0000827209, PLINTCS00010, 6.180122878011631e-06, 0.011956001912960305
CY0101062111, PLKNOPL00014, 3.200888926069729e-06, 0.011950904392764857
PLELEKT00016, PLMCIMG00012, 1.1491252639427769e-05, 0.011936662606577345
PLSKLNW00011, PLVOTUM00016, 1.0319474092030917e-07, 0.011923438970818953
AT0000827209, PLHELIO00014, 1.1561910165859969e-08, 0.011913445173839047
PLMNNCP00011, PLSTIGR00012, 2.6188749414438618e-30, 0.011885640860905879
PLKMPTR00012, PLVSTLA00011, 5.1583245394878496e-08, 0.011878247958426132
FR0000060873, PLIZBLK00010, 1.2662035322658974e-06, 0.011860386309725517
PLFERUM00014, PLPMPOL00031, 4.056127231265875e-14, 0.011857707509881422
PLSANWL00012, PLWAWEL00013, 5.7293980545805076e-09, 0.01185647425897036
PLLUBAW00013, PLWAWEL00013, 1.5085179389033313e-06, 0.01185647425897036
PLRESBD00032, PLTORPL00016, 6.738045981758018e-29, 0.01184730144800351
PLLUBAW00013, PLTELL000023, 2.8319941453124367e-08, 0.01182244033013607
PLINTBD00014, PLLWBGD00016, 6.401149231787551e-07, 0.011793916821849782
PLCMRAY00029, PLNEWAG00012, 1.4976364729699986e-05, 0.01176948051948052
PLATM0000021, PLIZCJR00017, 2.9155149251871666e-08, 0.011758819114335751
LU0122624777, PLKPPD000017, 5.839677311952314e-12, 0.011747063234191453
PLATM0000021, PLKRKCH00019, 6.138346224457387e-15, 0.011726546906187624
AT0000827209, PLPONAR00012, 7.155948359325234e-09, 0.0117168818747011
FR0000060873, PLNNGRP00011, 1.225676431498327e-06, 0.01169993117687543
PLELEKT00016, PLHELIO00014, 7.564749118007539e-12, 0.01169305724725944
PLELEKT00016, PLKGHM000017, 1.1152936008572716e-11, 0.01169305724725944
PLESTHN00018, PLNFI1000012, 7.010252646942677e-30, 0.011680726800778715
PLESTHN00018, PLTLKPL00017, 3.0452043553825626e-29, 0.011680726800778715
PLLUBAW00013, PLNFI1000012, 2.023737338523636e-08, 0.011673741661613099
CY0101062111, PLVOXEL00014, 2.6525574303575725e-05, 0.01166277907364212
PLTRNSU00013, PLUNBEP00015, 2.8282802478171146e-06, 0.011648977478643541
PLINCLT00015, PLNFI1000012, 5.613195315732219e-06, 0.011627906976744186
PLINCLT00015, PLPEPES00018, 1.0689330149327013e-05, 0.011627906976744186
PLLUBAW00013, PLMSTPL00018, 5.855653961723576e-06, 0.011620503024514485
EE3100063686, PLBOS0000019, 1.0674648701571009e-06, 0.011511663132384126
LU0122624777, PLBH00000012, 4.657686105023472e-11, 0.011508325171400588
LU0122624777, PLAMICA00010, 1.1735677370425669e-08, 0.011508325171400588
PLINTKS00013, PLRELPL00014, 1.538053098527981e-05, 0.011504424778761062
PLINTBD00014, PLTALEX00017, 4.112680600501507e-07, 0.011483550589695841
PLADDRG00015, PLERBUD00012, 1.2569539855672948e-05, 0.011420982735723771
PLSKTAN00010, PLZRWZW00012, 1.408831401541737e-06, 0.011412268188302425
PLGRNKT00019, PLPEKAO00016, 1.3510320071159894e-07, 0.011402902557014512
PLGRNKT00019, PLPANVA00013, 2.585403537008337e-06, 0.011402902557014512
PLELKOP00013, PLPANVA00013, 1.844665022160014e-05, 0.011391778107974244
PLFAMUR00012, PLPONAR00012, 1.1146441901403725e-14, 0.01138740413664885
PLELEKT00016, PLNTSYS00013, 1.2631742468627364e-05, 0.011318897637795276
PLELKOP00013, PLOPNPL00013, 1.4427349720838528e-10, 0.011298016570424303
PLBRSZW00011, PLKRINK00014, 8.402025176383209e-09, 0.011296660117878193
PLLUBAW00013, PLRAFAK00018, 5.264939295951057e-06, 0.011286011286011286
PLINTBD00014, PLSTIGR00012, 1.3782286532199312e-08, 0.0112431737873434
AT0000827209, ES0105375002, 5.103628659698876e-08, 0.011238641798182687
AT0000827209, PLPLSEP00013, 7.77578131299517e-08, 0.011238641798182687
AT0000827209, PLCCC0000016, 1.5862533518712122e-06, 0.011238641798182687
EE3100063686, PLMSTSD00019, 2.67869138433385e-05, 0.011216963736939152
PLRESBD00032, PLSTLEX00019, 7.633713904320296e-08, 0.0112079701120797
PLINTKS00013, PLIZBLK00010, 1.0620677142021352e-05, 0.011182649949169773
PLINTBD00014, PLXPLUS00013, 6.052992652000324e-09, 0.0111731843575419
PLINTBD00014, PLTRFRM00018, 8.445780966222308e-07, 0.0111731843575419
PLINTBD00014, PLRNBWT00031, 2.0091020626754343e-06, 0.0111731843575419
PLPONAR00012, PLXPLUS00013, 6.687406938222745e-06, 0.01116593092703194
PLNFI0500012, PLZAPUL00057, 8.326642851171377e-13, 0.011160714285714286
PLINCLT00015, PLZSTAL00012, 4.701436401136864e-10, 0.011144130757800892
PLELKOP00013, PLPEPES00018, 1.924951680740908e-05, 0.011126810314376545
PLDUDA000016, PLEURCH00011, 4.634989428510883e-25, 0.011113485787561444
PLLUBAW00013, PLPROJP00018, 9.776130971410632e-06, 0.01106340819022457
PLGRNKT00019, PLVNDEX00013, 2.1756449438254368e-08, 0.0110573600552868
PLESTHN00018, PLMAKRM00019, 8.272620391906126e-30, 0.011031797534068787
PLESTHN00018, PLLWBGD00016, 1.3261220965481012e-29, 0.011031797534068787
LU0122624777, PLERTEL00011, 2.2469629165266845e-12, 0.011018609206660137
PLPONAR00012, PLSTLSK00016, 7.322955770691785e-09, 0.011012874205056615
PLLUBAW00013, PLPONAR00012, 3.225476973793865e-07, 0.011012874205056615
PLCNTSL00014, PLPONAR00012, 2.1165934273110635e-05, 0.011012874205056615
LU0122624777, PLAPSEN00011, 6.363552637761085e-08, 0.010997643362136685
PLSANWL00012, PLTRFRM00018, 1.309132402534325e-26, 0.010986689203465032
PLKLNR000017, PLKRKCH00019, 8.292795386951228e-14, 0.010978043912175649
PLKLNR000017, PLZRWZW00012, 2.237616344095555e-07, 0.010936757013789824
PLSTPRK00019, PLTRCZN00016, 5.150154100506512e-10, 0.010899182561307902
PLLUBAW00013, PLSNZKA00033, 2.497268047510263e-05, 0.010889292196007259
PLMSTSD00019, PLSEKO000014, 1.0210443264411314e-08, 0.010887974836680378
PLPEPES00018, PLSEKO000014, 7.113287792884253e-07, 0.010887974836680378
NL0009508712, PLDRZPL00032, 1.0495502064169931e-06, 0.01088646967340591
PLGRNKT00019, PLPLAYW00015, 3.25644519464728e-06, 0.010869565217391304
PLINTBD00014, PLZAPUL00057, 4.654047975871517e-08, 0.010862818125387958
PLPONAR00012, PLRAFAK00018, 6.069204153059429e-07, 0.010857763300760043
PLPONAR00012, PLWRWCK00013, 1.1316763891477002e-09, 0.01083942525838165
PLELPO000016, PLVSTLA00011, 2.0881396477533133e-27, 0.010794602698650674
PLELPO000016, PLSTLSK00016, 2.1896608677398366e-27, 0.010794602698650674
AT0000827209, PLBH00000012, 7.03030325132559e-10, 0.010760401721664276
AT0000827209, PLBIOTN00029, 2.107622355009243e-07, 0.010760401721664276
AT0000827209, PLRELPL00014, 8.828573577014205e-06, 0.010760401721664276
PLATM0000021, PLWDM0000029, 2.218259235834414e-06, 0.01071517567904311
PLBRSZW00011, PLHELIO00014, 1.019628242264973e-05, 0.010697787503039144
NL0009508712, PLSARE000013, 6.0791589387139176e-06, 0.01066925315227934
LU0611262873, PLODRTS00017, 1.2319146687304303e-05, 0.01066772026866851
LU0122624777, PLK2ITR00010, 2.2498496869149022e-09, 0.010663198959687906
PLIDMSA00044, PLMOJ0000015, 6.30687178846952e-06, 0.010627780523974296
PLINCLT00015, PLSTPRK00019, 6.230983456874981e-06, 0.010609425117197138
EE3100063686, PLVSTLA00011, 6.2288819617514485e-06, 0.010602847621932747
PLKMPTR00012, PLTRKPL00014, 5.258926986795815e-10, 0.010539845758354757
LU0122624777, PLKGNRC00015, 2.0186886056962157e-13, 0.010528893241919687
LU0122624777, PLKGHM000017, 8.939418463395368e-13, 0.010528893241919687
PLELZAB00010, PLSTLSK00016, 1.2402135244712048e-06, 0.010519704820222955
PLELKOP00013, PLZRWZW00012, 8.604739242531037e-18, 0.010461245839277223
PLIDMSA00044, PLRESBD00032, 3.375580858839612e-06, 0.01046077210460772
PLCNTSL00014, PLFAMUR00012, 2.6738610987200728e-05, 0.010457820125493842
NL0011882741, PLPROJP00018, 1.264049458033078e-09, 0.010416666666666666
LU0646112838, PLPILAB00012, 2.0357964056477392e-08, 0.010405453893074991
PLESTHN00018, PLZTKMA00017, 2.6527183888760584e-29, 0.010382868267358857
PLINTKS00013, PLMNRTR00012, 1.1370053702205562e-06, 0.01032448377581121
PLELKOP00013, PLRNBWT00031, 8.295160585651315e-16, 0.010311871227364185
PLMNRTR00012, PLNFI1200018, 6.510303384914108e-06, 0.010309278350515464
EE3100063686, PLBAUMA00017, 8.330199013499895e-06, 0.010299909118448955
LU0122624777, PLKRK0000010, 2.9103815872309007e-06, 0.010292698616918623
LU0122624777, PLBZ00000044, 4.718932749636652e-10, 0.01028403525954946
LU0122624777, PLMNNCP00011, 1.6335420911919393e-07, 0.01028403525954946
AT0000827209, PLACTIN00018, 2.9837227869045825e-08, 0.010282161645145864
AT0000827209, PLEURCH00011, 1.312974505880871e-06, 0.010282161645145864
NL0009508712, PLTRKPL00014, 3.679648095419544e-06, 0.01026438569206843
PLELEKT00016, PLEURCH00011, 1.2505878474523027e-11, 0.01023142509135201
PLVSTLA00011, PLZSTAL00012, 4.273278456540175e-12, 0.01015354135710748
PLKMPTR00012, PLPRGNK00017, 1.2716752304637115e-06, 0.010124610591900311
PLINTBD00014, PLIZSTL00015, 7.752290850199505e-08, 0.010110584518167456
AT0000827209, PLNTSYS00013, 1.8336071794843065e-09, 0.010088582677165354
PLECHPS00019, PLMRCOR00016, 2.0200916694842056e-06, 0.010088582677165354
PLWDM0000029, PLWRWCK00013, 1.4097830431895606e-05, 0.01008318628686665
PLIDMSA00044, PLKRINK00014, 4.5185563461935916e-11, 0.01006876227897839
PLLUBAW00013, PLROPCE00017, 1.2385771736349092e-06, 0.01005258274048871
LU0122624777, PLNFI1200018, 8.251583115367869e-13, 0.010039177277179236
LU0122624777, PLPEKPL00010, 1.0310706994159973e-12, 0.010039177277179236
PLIDMSA00044, PLMKRNP00015, 1.2479279164588311e-14, 0.010014655593551539
PLTRNSU00013, PLVSTLA00011, 7.800027680526264e-06, 0.010008071025020177
PLINCLT00015, PLVSTLA00011, 1.906993598700216e-05, 0.01
EE3100063686, PLSTLSK00016, 1.083629137718032e-05, 0.009996970614965161
EE3100063686, PLBRE0000012, 2.37037568568599e-05, 0.009996970614965161
PLLUBAW00013, PLMSTSD00019, 5.430410088465942e-07, 0.009987707437000615
PLATM0000021, PLZRWZW00012, 1.5800621669672937e-07, 0.009985734664764621
PLINTBD00014, PLKOMPP00017, 2.8975227671668264e-08, 0.009931719428926133
PLFERUM00014, PLSEKO000014, 2.6153135373700358e-08, 0.009920154851197677
PLIDMSA00044, PLINTGR00013, 2.682343342269412e-05, 0.00990971151728694
PLELPO000016, PLKETY000011, 2.599769175841257e-28, 0.009895052473763119
PLELPO000016, PLPRCHM00014, 2.7155008418266248e-27, 0.009895052473763119
PLTELL000023, PLWOJAS00014, 1.7776158389480765e-05, 0.009854771784232365
PLGMNGF00017, PLONCTH00011, 2.1105966617717933e-07, 0.00984009840098401
PLGMNGF00017, PLVIGOS00015, 3.7321082894221575e-06, 0.00984009840098401
PLGMNGF00017, PLWDM0000029, 5.0582518015768975e-06, 0.00984009840098401
PLADDRG00015, PLRELPL00014, 1.40987602013204e-05, 0.009827357237715804
LU0122624777, PLPWRMD00011, 1.386856222849694e-12, 0.00982673907421774
AT0000827209, PLNFI1200018, 3.3475087189837075e-08, 0.00980392156862745
AT0000827209, PLAPATR00018, 2.824326496399645e-07, 0.00980392156862745
PLAGORA00067, PLOPNPL00013, 9.22213906775929e-07, 0.009791614361034396
PLPONAR00012, PLVSTLA00011, 1.2947280251277425e-13, 0.009771986970684038
LU0646112838, PLPCCEX00010, 7.141812308776496e-07, 0.009768451519536902
PLKOMPP00017, PLSTLPD00017, 3.977391000118456e-06, 0.009760561232270856
PLELKOP00013, PLVSTLA00011, 1.3837846742343162e-05, 0.00971388202048746
