t,p,o,c,h,l,v
1306792800,,282.1,283,283.4,282.1,91
1306879200,,300,280.1,300,280.1,406
1306965600,,298.6,275.6,298.6,275.6,64
1307052000,,275.9,272.7,275.9,272.7,90
1307311200,,275.6,275.6,275.6,275.6,1
1307397600,,276,275.6,276,275,37
1307484000,,271.3,271.3,271.3,271.3,9
1307570400,,273.7,274.7,274.9,273.7,25
1307656800,,275.8,275.8,275.8,275.8,18
1307916000,,270.9,270.9,270.9,270.9,3
1308002400,,0,270.9,270.9,270.9,0
1308088800,,0,277.1,277.1,277.1,0
1308175200,,289.97,287,289.97,287,2
1308261600,,275,279.5,280.4,275,59
1308520800,,277.2,277.2,277.2,277.2,300
1308607200,,0,277.2,277.2,277.2,0
1308693600,,284.5,284.5,284.5,284.5,14
1308866400,,283.1,277.8,283.2,277.8,35
1309125600,,280,280,280.5,280,55
1309212000,,0,280,280,280,0
1309298400,,283.8,286.4,286.4,283.8,39
1309384800,,0,286.4,286.4,286.4,0
1309471200,,286.8,287,287,286.8,37
1309730400,,0,287,287,287,0
1309816800,,287.7,287.7,287.7,287.7,10
1309903200,,0,287.7,287.7,287.7,0
1309989600,,0,287.6,287.6,287.6,0
1310076000,,288.9,287,288.9,287,9
1310335200,,282,280.6,282,280.6,7
1310421600,,280.7,280.9,280.9,280.7,38
1310508000,,0,280.9,280.9,280.9,0
1310594400,,290,285.1,290,285.1,3
1310680800,,0,285.1,285.1,285.1,0
1310940000,,0,284.4,284.4,284.4,0
1311026400,,0,281.1,281.1,281.1,0
1311112800,,284.6,282,284.6,282,13
1311199200,,284.1,284.1,284.1,284.1,17
1311285600,,298.6,284.2,298.6,284.2,36
1311544800,,288,287.8,288,287.8,12
1311631200,,0,287.8,287.8,287.8,0
1311717600,,285.6,285.6,285.6,285.6,18
1311804000,,0,285.6,285.6,285.6,0
1311890400,,279.1,278.8,279.1,278.8,6
1312149600,,298.6,274.3,298.6,274.3,147
1312236000,,272.7,268.2,272.7,268.2,29
1312322400,,265.2,263.3,265.2,263.1,321
1312408800,,263.4,252.8,263.7,252.8,37
1312495200,,253,251,253,243.1,387
1312754400,,242.6,240,242.6,240,47
1312840800,,239,237.6,239,225,157
1312927200,,243.3,229,243.3,228.7,258
1313013600,,235.8,224.2,235.8,224.2,134
1313100000,,242,242,242,242,16
1313445600,,0,242,242,242,0
1313532000,,241.7,241,242.3,241,33
1313618400,,232,231,232,231,30
1313704800,,220,226.8,226.8,220,40
1313964000,,226.1,226.2,226.2,226.1,11
1314050400,,226.7,225.1,226.7,225.1,12
1314136800,,0,225.1,225.1,225.1,0
1314223200,,231.5,231.5,231.5,231.5,10
1314309600,,227.9,223.3,227.9,222.5,23
1314568800,,0,223.3,223.3,223.3,0
1314655200,,228.7,229.5,229.5,228.7,30
1314741600,,231.7,236.6,237.4,231.7,90
1314828000,,234.3,231.1,234.3,231.1,50
1314914400,,225.5,225.5,225.5,225.5,100
1315173600,,227,215.2,227,215.2,25
1315260000,,217,215.6,218.6,215.6,33
1315346400,,0,215.6,215.6,215.6,0
1315432800,,220.9,222,224,220.9,15
1315519200,,223.4,217.6,226.5,217.6,36
1315778400,,215.02,215,215.02,213.9,27
1315864800,,216,219.1,219.8,214.5,29
1315951200,,217.1,217.1,217.1,217.1,10
1316037600,,231.4,234.3,234.3,231.4,107
1316124000,,235.5,235.1,235.5,235.1,45
1316383200,,245.5,240,245.5,240,4
1316469600,,0,240,240,240,0
1316556000,,238.1,236.9,238.1,236.9,19
1316642400,,228,227.5,228,227.5,34
1316728800,,228,221.7,228,221.7,8
1316988000,,225.9,229,229,225.9,15
1317074400,,236,239.1,239.1,236,13
1317160800,,245,240.8,245.5,239.7,39
1317247200,,240.2,240.2,240.2,240.2,13
1317333600,,242.6,236.3,242.6,236.3,17
1317592800,,0,236.3,236.3,236.3,0
1317679200,,223.1,223.5,224,222,31
1317765600,,227,227,227,227,3
1317852000,,241,241,241,241,10
1317938400,,241.9,243,243,241.9,31
1318197600,,247.1,247.1,247.1,247.1,4
1318284000,,245.7,248.4,248.4,245.7,120
1318370400,,249.1,249.5,249.5,249.1,34
1318456800,,251.5,248.2,251.5,248.2,13
1318543200,,250.8,250.8,250.8,250.8,20
1318802400,,0,250.8,250.8,250.8,0
1318888800,,246.4,250.7,250.7,246.4,44
1318975200,,251.5,251.5,251.5,251.5,1
1319061600,,0,251.5,251.5,251.5,0
1319148000,,0,248.7,248.7,248.7,0
1319407200,,257,258.1,258.7,257,62
1319493600,,258.5,258.5,258.5,258.1,13
1319580000,,258.5,258.5,258.5,258.5,40
1319666400,,264.4,264.4,264.4,264.4,41
1319752800,,267.9,269.1,270,267.8,19
1320015600,,265.1,265,265.1,265,22
1320188400,,250,255,255.7,250,376
1320274800,,253.9,261.9,261.9,253.9,70
1320361200,,0,261.9,261.9,261.9,0
1320620400,,250.9,255.1,255.1,250.9,17
1320706800,,255.7,256.9,256.9,255.7,101
1320793200,,256.9,250.6,256.9,249,122
1320879600,,247,252,252,247,39
1321225200,,261.1,261.1,261.1,261.1,5
1321311600,,251.2,251.2,251.2,251.2,7
1321398000,,253.2,254.4,254.4,253.2,11
1321484400,,254.5,253.5,254.5,253.5,11
1321570800,,251,251.7,251.7,251,27
1321830000,,241,241,241,241,4
1321916400,,244.9,245.3,245.3,244.9,118
1322002800,,240.1,240.1,240.1,240.1,10
1322089200,,243.8,239.1,243.8,239.1,42
1322175600,,236.9,236.9,236.9,236.9,33
1322434800,,0,236.9,236.9,236.9,0
1322521200,,255,254.2,256.5,254.2,95
1322607600,,255,257.6,257.6,255,11
1322694000,,266.4,266.3,267.6,266.3,65
1322780400,,269.4,269,269.4,268.3,47
1323039600,,0,269,269,269,0
1323126000,,0,265.8,265.8,265.8,0
1323212400,,0,263.9,263.9,263.9,0
1323298800,,258.3,258.3,258.3,258.2,91
1323385200,,0,258.3,258.3,258.3,0
1323644400,,261.9,260,261.9,260,21
1323730800,,0,260,260,260,0
1323817200,,255,255,255,255,50
1323903600,,0,255,255,255,0
1323990000,,252,252,252,252,8
1324249200,,0,252,252,252,0
1324335600,,249.6,249.6,249.6,249.6,1
1324422000,,0,249.6,249.6,249.6,0
1324508400,,254,254.3,254.5,254,22
1324594800,,0,254.3,254.3,254.3,0
1324940400,,254.7,254.7,254.7,254.7,3
