t,p,o,c,h,l,v
671752800,,1000,1000,1000,1000,0
672357600,,967,967.7,967,967,0
672962400,,945,945.6,945,945,0
674172000,,939,939.6,939,939,0
674776800,,966,966.1,966,966,0
675381600,,956,956.5,956,956,0
675986400,,969,969.4,969,969,0
676591200,,960,960.4,960,960,0
677196000,,866,866.8,866,866,0
677800800,,850,850.2,850,850,0
678405600,,891,891.2,891,891,0
679010400,,866,866.6,866,866,0
679615200,,834,834.4,834,834,0
680220000,,853,853.4,853,853,0
680824800,,825,825.1,825,825,0
681429600,,794,794.2,794,794,0
682034400,,771,771.6,771,771,0
682639200,,756,756.9,756,756,0
683244000,,739,739.7,739,739,0
683848800,,725,725.8,725,725,0
684453600,,715,715.2,715,715,0
685058400,,692,692.8,692,692,0
685663200,,680,680,680,680,0
686271600,,678,678.5,678,678,0
686876400,,707,707.8,707,707,0
687481200,,771,771.8,771,771,0
688086000,,844,844.4,844,844,0
688690800,,923,923.2,923,923,0
689295600,,990,990.4,990,990,0
689900400,,995,995.7,995,995,0
690505200,,898,898.7,898,898,0
691110000,,856,856.7,856,856,0
691714800,,917,917.1,917,917,0
692319600,,1001,1001.9,1001,1001,0
692924400,,928,928,928,928,0
694134000,,919,919.1,919,919,0
694738800,,974,974.9,974,974,0
694911600,,964,964.1,964,964,0
695343600,,930,930.8,930,930,0
695516400,,915,915.1,915,915,0
695948400,,947,947.3,947,947,0
696121200,,952,952.7,952,952,0
696553200,,933,933.3,933,933,0
696726000,,937,937.4,937,937,0
697158000,,935,935.1,935,935,0
697330800,,901,901.3,901,901,0
697762800,,936,936.7,936,936,0
697935600,,919,919.8,919,919,0
698367600,,923,923.4,923,923,0
698540400,,932,932.6,932,932,0
698972400,,941,941.6,941,941,0
699145200,,924,924.8,924,924,0
699577200,,947,947.9,947,947,0
699750000,,956,956.6,956,956,0
700182000,,952,952,952,952,0
700354800,,955,955.4,955,955,0
700786800,,920,920.5,920,920,0
700959600,,939,939.2,939,939,0
701391600,,934,934.9,934,934,0
701564400,,913,913.1,913,913,0
701992800,,882,882.2,882,882,0
702165600,,876,876.5,876,876,0
702597600,,852,852.2,852,852,0
702770400,,840,840.8,840,840,0
703202400,,844,844.3,844,844,0
703375200,,849,849.4,849,849,0
703980000,,831,831.9,831,831,0
704412000,,796,796.7,796,796,0
704584800,,774,774.2,774,774,0
705016800,,761,761.3,761,761,0
705189600,,768,768.1,768,768,0
705621600,,782,782.5,782,782,0
705794400,,770,770.6,770,770,0
706226400,,747,747.3,747,747,0
706399200,,748,748.7,748,748,0
706831200,,738,738.9,738,738,0
707004000,,748,748.6,748,748,0
707436000,,741,741.4,741,741,0
707608800,,723,723.2,723,723,0
708040800,,708,708,708,708,0
708213600,,685,685.6,685,685,0
708645600,,671,671.2,671,671,0
709250400,,635,635.3,635,635,0
709423200,,660,660.3,660,660,0
709855200,,723,723.5,723,723,0
710028000,,792,792.5,792,792,0
710460000,,861,861.8,861,861,0
710632800,,870,870.7,870,870,0
711064800,,839,839.8,839,839,0
711237600,,854,854,854,854,0
711669600,,830,830.8,830,830,0
711842400,,850,850.3,850,850,0
712274400,,846,846.3,846,846,0
712447200,,841,841.3,841,841,0
712879200,,819,819.1,819,819,0
713052000,,811,811.2,811,811,0
713484000,,814,814.3,814,814,0
713656800,,812,812.7,812,812,0
714088800,,808,808,808,808,0
714261600,,808,808.9,808,808,0
714693600,,819,819.3,819,819,0
714866400,,850,850.5,850,850,0
715298400,,838,838.8,838,838,0
715471200,,837,837.4,837,837,0
715903200,,828,828.3,828,828,0
716076000,,826,826.5,826,826,0
716508000,,855,855.8,855,855,0
716680800,,875,875.9,875,875,0
717112800,,877,877.3,877,877,0
717285600,,888,888.1,888,888,0
717721200,,912,912.2,912,912,0
717894000,,938,938.1,938,938,0
718326000,,932,932,932,932,0
718498800,,903,903.8,903,903,0
718930800,,877,877.2,877,877,0
719103600,,893,893,893,893,0
719535600,,932,932.2,932,932,0
719708400,,953,953.2,953,953,0
720140400,,961,961.5,961,961,0
720313200,,940,940.2,940,940,0
720745200,,925,925.7,925,925,0
720918000,,942,942.5,942,942,0
721350000,,943,943.7,943,943,0
721522800,,942,942.6,942,942,0
721954800,,958,958.3,958,958,0
722127600,,962,962.3,962,962,0
722559600,,943,943,943,943,0
722732400,,965,965.1,965,965,0
723164400,,1013,1013.4,1013,1013,0
723337200,,1059,1059.7,1059,1059,0
723769200,,1070,1070.2,1070,1070,0
723942000,,1071,1071,1071,1071,0
724374000,,1068,1068.2,1068,1068,0
724546800,,1056,1056.5,1056,1056,0
724978800,,1041,1041.6,1041,1041,0
