t,p,o,c,h,l,v
1310594400,,5.57,5.4,5.64,5.3,118416
1310680800,,5.5,5.49,5.55,5.33,8176
1310940000,,5.33,5.3,5.45,5.3,19782
1311026400,,5.44,5.44,5.44,5.4,350
1311112800,,5.54,5.4,5.54,5.4,376
1311199200,,5.5,5.39,5.5,5.25,21066
1311285600,,5.3,5.15,5.3,4.82,36500
1311544800,,5.35,5.12,5.35,5.12,4506
1311631200,,5.4,5.4,5.4,5.4,58
1311717600,,5.4,5.4,5.4,5.4,8
1311804000,,5.4,5.4,5.4,5.4,23
1311890400,,5.4,5.4,5.4,5.4,13
1312149600,,6.3,5.44,6.3,5.44,20
1312236000,,5.5,5.5,5.5,5.5,6
1312322400,,5.55,5.4,5.55,5.2,4651
1312408800,,5.4,5.39,5.4,5.11,5190
1312495200,,5.11,5.1,5.4,5.1,10654
1312754400,,5,5,5,5,926
1312840800,,5.5,4.88,5.5,4.88,2284
1312927200,,5.4,4.51,5.4,4.51,3895
1313013600,,4.74,4.74,4.74,4.6,800
1313100000,,5.3,5,5.3,5,416
1313445600,,5.3,4.98,5.3,4.98,3364
1313532000,,5.2,5,5.2,5,191
1313618400,,5.2,5.2,5.2,5.2,12
1313704800,,5,5.2,5.2,5,280
1313964000,,5.2,5.2,5.2,5.2,22
1314050400,,5.29,5.29,5.29,5.29,13
1314136800,,5.27,5.27,5.27,4.99,1577
1314223200,,5.1,5.1,5.1,5.1,100
1314309600,,5.28,5.28,5.28,5.28,15
1314568800,,5.24,5.24,5.24,5.24,12
1314655200,,5.24,5.28,5.28,5.24,2300
1314741600,,5.27,5.27,5.27,5.27,15
1314828000,,5.28,5.28,5.28,5.28,21
1314914400,,5.28,5.28,5.28,4.98,10667
1315173600,,5.28,5.28,5.28,5.28,8
1315260000,,5.28,5.28,5.28,5.28,5
1315346400,,5,5,5,5,15
1315432800,,5,5,5,5,7
1315519200,,5,5,5,5,7
1315778400,,5.3,5.3,5.3,5.3,8
1315864800,,5.28,5.28,5.28,5.28,5
1315951200,,5.27,5.27,5.27,5.27,5
1316037600,,5.27,5.27,5.27,5.27,7
1316124000,,5.24,5.24,5.24,5.24,8
1316383200,,5.24,5.24,5.24,5.24,11
1316469600,,5.24,5.24,5.24,5.24,5
1316556000,,5.24,5.24,5.24,5.24,12
1316642400,,5.28,4.95,5.28,4.95,5009
1316728800,,5.28,4.9,5.28,4.9,2613
1316988000,,0,4.9,4.9,4.9,0
1317074400,,5.28,5.28,5.28,5.28,12
1317160800,,5.28,5.28,5.28,5.28,5
1317247200,,5.28,5.28,5.28,5.28,10
1317333600,,5.25,5.25,5.25,5.25,8
1317592800,,5.28,5.28,5.28,5.28,5
1317679200,,5.28,5.28,5.28,5.28,11
1317765600,,5.28,5.48,5.48,5.28,2370
1317852000,,5.48,5.45,5.48,5.24,2155
1317938400,,5.1,5.48,5.48,5.1,3001
1318197600,,5.48,5.48,5.48,5.48,5
1318284000,,5.48,5.48,5.48,5.48,9
1318370400,,5.48,5.48,5.48,5.48,15
1318456800,,5.45,5.45,5.45,5.45,16
1318543200,,5.45,5.45,5.45,5.45,16
1318802400,,5.45,5.45,5.45,5.45,8
1318888800,,5.45,5.45,5.45,5.45,513
1318975200,,5.39,5.4,5.44,5.39,467
1319061600,,5.4,5.4,5.4,5.4,167
1319148000,,5.4,5.4,5.4,5.4,77
1319407200,,5.4,5.4,5.4,5.4,15
1319493600,,5.4,5.4,5.4,5.4,15
1319580000,,5.4,5.4,5.4,5.4,15
1319666400,,5.4,5.4,5.4,5.4,18
1319752800,,5.4,5.4,5.4,5.4,220
1320015600,,5.4,5.43,5.44,5.4,2372
1320188400,,5.43,5.43,5.43,5.43,120
1320274800,,5.43,5.43,5.43,5.43,19
1320361200,,5.3,5.43,5.43,5.3,165
1320620400,,5.43,5.43,5.43,5.43,20
1320706800,,5.43,5.2,5.43,5.2,170
1320793200,,5.43,5.43,5.43,5.43,23
1320879600,,5.43,5.43,5.43,5.43,10
1321225200,,5.43,5.43,5.43,5.43,120
1321311600,,5.43,5.43,5.43,5.43,48
1321398000,,5.43,5.3,5.43,5.25,515
1321484400,,5.44,5.44,5.44,5.44,31
1321570800,,5.45,5.45,5.45,5.45,15
1321830000,,5.45,5.45,5.45,5.45,15
1321916400,,5.45,5.45,5.45,5.45,15
