t,p,o,c,h,l,v
1642374000,,192.42,192.5,192.66,192.42,2015
1642460400,,192.76,192.36,192.76,192.3,1139
1642546800,,192.32,192.94,192.94,192.02,811
1642633200,,192.58,193.34,193.34,192.58,866
1642719600,,193.36,193.76,193.92,193.3,6427
1642978800,,193.96,193.2,193.96,192.4,2211
1643065200,,193.16,193.6,193.66,192.78,608
1643151600,,193.3,193.3,193.4,193.18,1477
1643238000,,192.92,192.4,192.92,192.4,1954
1643324400,,192.58,192.3,192.58,192,468
1643583600,,192.32,191.66,192.4,191.5,2873
1643670000,,191.72,191.8,191.8,191.4,503
1643756400,,191.72,191.9,192.1,191.62,268
1643842800,,191.92,191.7,192.02,191.7,680
1643929200,,191.9,192.9,193.3,191.9,420
1644188400,,192.82,192.88,192.88,192.6,483
1644274800,,192.82,193,193.06,192.82,247
1644361200,,193.02,192.5,193.44,192.5,1366
1644447600,,192.94,192.6,192.94,192.6,312
1644534000,,192.66,192.52,192.66,192,320
1644793200,,192.1,191.5,192.46,191.4,1629
1644879600,,191.4,192.08,192.24,191.4,333
1644966000,,191.98,192.32,192.48,191.98,528
1645052400,,192.22,192.48,192.48,192.1,708
1645138800,,192.54,192.68,192.92,192.04,187
1645398000,,192.6,192.4,192.82,192.3,1322
1645484400,,193.02,192.54,193.02,192.48,994
1645570800,,192.58,192.3,192.58,192.26,216
1645657200,,192.2,191.22,192.2,191.22,843
1645743600,,191.3,191,191.3,190.8,357
1646002800,,192,190.4,192,190.4,481
1646089200,,190.66,190.68,191.16,190.66,181
1646175600,,190.92,190.8,191.26,190.32,242
1646262000,,190.3,189.96,190.44,189.8,376
1646348400,,189.82,188.6,190.32,188.6,776
1646607600,,188.6,185.74,188.74,185.5,871
1646694000,,185.74,186,186.04,185.54,491
1646780400,,185.28,184.98,185.28,184,1449
1646866800,,184.66,183.7,184.92,183.7,485
1646953200,,183.52,183.44,183.52,182.82,827
1647212400,,183.94,182.3,183.94,182.2,264
1647298800,,182.46,183.26,183.26,181.92,404
1647385200,,183.46,184.94,184.94,183.42,218
1647471600,,184.98,185,185.9,184.66,874
1647558000,,184.64,185.22,185.36,184.64,1411
1647817200,,185.22,179.2,185.22,179.2,3450
1647903600,,183.26,182.54,183.7,181.9,3147
1647990000,,182.56,182.3,182.56,182,165
1648076400,,182.1,180.86,182.1,180.86,436
1648162800,,181.24,180.64,181.24,180.08,270
1648418400,,180,180.04,180.04,179.4,881
1648504800,,180.1,182.08,182.08,179.5,1601
1648591200,,182.1,182,182.1,181.52,278
1648677600,,182.1,182,182.66,182,613
1648764000,,182.16,181.2,182.16,181,398
1649023200,,180.66,180.7,181.08,180.62,758
